file,fips
Josh/CountyClustering/ClusterFiles/2020-05-07 22-21-16.csv,"1003;1051;1073;1081;1083;1101;1117;1125;2020;4009;4013;4019;4021;5051;5069;5119;5125;6001;6013;6019;6023;6037;6039;6041;6055;6059;6061;6065;6067;6069;6071;6073;6075;6077;6079;6081;6083;6085;6087;6089;6095;6097;6099;6107;6111;6113;8001;8005;8013;8019;8031;8035;8037;8041;8045;8051;8059;8069;8077;8097;8101;8107;8117;8123;9001;9003;9005;9009;10003;11001;12001;12003;12011;12015;12017;12019;12021;12031;12057;12071;12081;12086;12089;12091;12095;12097;12099;12101;12103;12109;12113;12115;12117;12127;13015;13049;13057;13059;13063;13067;13077;13089;13095;13113;13115;13121;13129;13135;13151;13177;13185;13217;13233;15003;15007;15009;16001;16013;16081;17027;17031;17035;17043;17089;17097;17111;17163;17167;17195;17201;17203;18001;18011;18057;18063;18067;18081;18091;18097;18113;18141;18179;19005;19027;19049;19085;19103;19153;19155;20015;20059;20091;20209;21017;21049;21067;21097;21111;21173;21179;22015;22017;22051;22057;22071;22087;22089;22095;22103;22109;23001;23005;23015;24003;24005;24013;24017;24025;24027;24031;24033;24510;25001;25003;25005;25009;25013;25017;25021;25023;25025;25027;26017;26029;26065;26081;26089;26099;26115;26117;26125;26139;26147;26161;26163;27003;27019;27037;27053;27109;27123;27129;27145;27161;27163;27171;28029;28035;28083;28109;29077;29083;29189;30031;30049;30063;30093;30111;31025;31055;32003;32031;32510;33009;33015;34003;34005;34007;34013;34017;34021;34023;34025;34027;34029;34031;34039;35001;35043;35049;35053;36001;36007;36025;36027;36043;36055;36059;36071;36087;36091;36093;36103;36107;36109;36111;36119;37019;37025;37037;37049;37067;37085;37101;37119;37133;37183;37191;38101;39013;39017;39035;39049;39093;39151;39153;39155;39157;40065;40109;40143;41005;41017;41019;41029;41035;41043;41047;41051;41053;41059;41067;42003;42017;42029;42041;42045;42089;42091;42095;42101;42103;42125;42127;45013;45019;45055;45057;45063;45083;46005;46009;46023;46035;46087;46099;47013;47037;47065;47089;47093;47149;47157;47163;47187;48027;48029;48039;48085;48113;48141;48157;48167;48183;48201;48209;48339;48423;48439;48453;49011;49035;49043;49053;49057;50003;50007;50023;50027;51013;51041;51059;51085;51095;51107;51147;51153;51177;51510;51660;51810;53007;53011;53013;53025;53027;53029;53031;53033;53035;53037;53039;53053;53057;53061;53063;53067;53071;53073;53077;55025;55039;55079;55093;55101;55117;55133;55139;56013;56033"
Josh/CountyClustering/ClusterFiles/2020-05-07 22-24-27.csv,"1001;1003;1007;1009;1011;1013;1015;1017;1019;1021;1023;1027;1029;1033;1037;1039;1041;1043;1047;1049;1051;1053;1055;1057;1059;1063;1065;1069;1071;1073;1075;1077;1079;1081;1083;1085;1087;1089;1091;1093;1095;1097;1099;1101;1103;1107;1109;1111;1113;1115;1117;1119;1121;1123;1125;1127;1129;1131;1133;2020;2090;2110;2122;2130;2170;4001;4003;4005;4007;4009;4011;4012;4013;4015;4017;4019;4021;4023;4025;4027;5001;5003;5005;5007;5009;5011;5017;5019;5023;5025;5027;5029;5031;5033;5035;5037;5041;5043;5045;5051;5053;5055;5057;5059;5061;5063;5069;5071;5075;5079;5085;5099;5101;5105;5109;5111;5113;5115;5119;5121;5123;5125;5129;5131;5133;5137;5139;5141;5143;5145;5147;6001;6003;6005;6007;6009;6011;6013;6017;6019;6021;6023;6025;6027;6029;6031;6037;6039;6041;6045;6047;6051;6053;6055;6057;6059;6061;6065;6067;6069;6071;6073;6075;6077;6079;6081;6083;6085;6087;6089;6093;6095;6097;6099;6101;6107;6109;6111;6113;6115;8001;8003;8005;8007;8009;8013;8014;8015;8019;8023;8025;8029;8031;8035;8037;8039;8041;8043;8045;8049;8051;8053;8055;8059;8063;8067;8069;8073;8075;8077;8079;8081;8083;8085;8087;8089;8093;8095;8097;8101;8105;8107;8113;8117;8119;8121;8123;8125;9001;9003;9005;9007;9009;9011;9013;9015;10001;10003;10005;11001;12001;12003;12005;12007;12009;12011;12015;12017;12019;12021;12023;12027;12031;12033;12035;12039;12043;12051;12053;12055;12057;12059;12061;12063;12069;12071;12073;12075;12081;12083;12085;12086;12087;12089;12091;12095;12097;12099;12101;12103;12105;12107;12109;12111;12113;12115;12117;12119;12121;12127;12129;12131;12133;13001;13005;13007;13009;13011;13013;13015;13017;13019;13021;13023;13027;13029;13031;13033;13035;13037;13039;13043;13045;13047;13049;13051;13053;13055;13057;13059;13061;13063;13065;13067;13069;13071;13073;13075;13077;13081;13083;13085;13087;13089;13091;13093;13095;13097;13099;13103;13111;13113;13115;13117;13119;13121;13123;13127;13129;13133;13135;13137;13139;13143;13145;13147;13149;13151;13153;13155;13157;13159;13163;13165;13167;13169;13171;13175;13177;13179;13181;13183;13185;13187;13189;13191;13193;13195;13199;13201;13205;13207;13211;13213;13215;13217;13219;13223;13225;13227;13229;13231;13233;13235;13243;13245;13247;13249;13253;13255;13257;13261;13263;13267;13269;13273;13275;13277;13279;13285;13287;13289;13293;13297;13299;13301;13303;13309;13311;13313;13317;13321;15001;15003;15007;15009;16001;16005;16011;16013;16017;16019;16027;16031;16037;16039;16043;16045;16049;16051;16053;16055;16063;16065;16067;16069;16073;16075;16081;16083;16085;17001;17005;17011;17015;17019;17021;17023;17027;17031;17033;17035;17037;17041;17043;17051;17055;17063;17073;17075;17077;17085;17089;17091;17093;17095;17097;17099;17105;17111;17113;17115;17119;17121;17123;17129;17133;17135;17137;17143;17157;17161;17163;17165;17167;17177;17179;17189;17195;17197;17199;17201;17203;18001;18003;18005;18011;18013;18015;18019;18021;18023;18025;18029;18031;18033;18035;18037;18039;18041;18043;18045;18047;18049;18051;18053;18055;18057;18059;18061;18063;18065;18067;18069;18071;18073;18079;18081;18083;18085;18087;18089;18091;18093;18095;18097;18099;18103;18105;18107;18109;18111;18113;18115;18117;18119;18127;18129;18133;18135;18137;18139;18141;18143;18145;18149;18151;18153;18155;18157;18159;18163;18165;18167;18169;18171;18173;18175;18177;18179;18181;18183;19001;19005;19007;19009;19011;19013;19015;19019;19023;19027;19031;19033;19043;19045;19047;19049;19057;19059;19061;19065;19077;19081;19083;19085;19087;19095;19097;19099;19103;19105;19107;19109;19113;19123;19127;19133;19137;19139;19145;19153;19155;19157;19163;19165;19167;19169;19171;19173;19177;19179;19181;19183;19187;19191;19193;19197;20005;20011;20015;20021;20027;20031;20037;20043;20045;20055;20057;20059;20063;20079;20085;20087;20091;20103;20107;20111;20113;20121;20123;20125;20127;20133;20139;20143;20149;20155;20161;20169;20173;20177;20185;20189;20191;20207;20209;21003;21005;21015;21017;21019;21021;21023;21025;21027;21029;21031;21035;21037;21041;21047;21049;21059;21067;21071;21073;21081;21085;21093;21097;21101;21107;21111;21113;21117;21123;21125;21135;21141;21143;21145;21147;21151;21155;21157;21159;21161;21165;21167;21173;21177;21179;21181;21185;21199;21209;21211;21213;21215;21217;21225;21227;21229;21231;21233;21239;22001;22003;22005;22007;22009;22011;22013;22015;22017;22019;22025;22027;22031;22033;22035;22037;22039;22041;22043;22045;22047;22049;22051;22053;22055;22057;22059;22061;22063;22065;22067;22069;22071;22073;22075;22077;22079;22081;22083;22085;22087;22089;22093;22095;22097;22099;22101;22103;22105;22109;22111;22113;22115;22117;22119;22121;22125;22127;23001;23005;23007;23011;23013;23015;23017;23019;23023;23025;23027;23031;24003;24005;24009;24011;24013;24015;24017;24021;24023;24025;24027;24029;24031;24033;24035;24037;24039;24041;24043;24045;24047;24510;25001;25003;25005;25007;25009;25011;25013;25015;25017;25019;25021;25023;25025;25027;26005;26009;26015;26017;26021;26025;26027;26029;26031;26033;26035;26037;26039;26041;26045;26047;26049;26051;26053;26055;26057;26059;26061;26063;26065;26067;26069;26073;26075;26077;26079;26081;26087;26089;26091;26093;26099;26101;26103;26107;26111;26113;26115;26117;26121;26123;26125;26127;26129;26133;26137;26139;26143;26145;26147;26149;26151;26155;26157;26159;26161;26163;26165;27003;27007;27009;27011;27013;27019;27021;27025;27027;27029;27033;27037;27039;27041;27043;27045;27049;27053;27059;27061;27063;27067;27073;27079;27081;27087;27091;27093;27099;27103;27109;27111;27123;27129;27131;27137;27139;27141;27143;27145;27147;27157;27161;27163;27165;27167;27169;27171;28001;28003;28005;28007;28009;28011;28013;28015;28017;28019;28021;28023;28025;28027;28029;28031;28033;28035;28037;28039;28043;28045;28047;28049;28051;28053;28057;28059;28063;28067;28069;28071;28073;28075;28077;28079;28081;28083;28085;28087;28089;28091;28093;28095;28097;28099;28101;28103;28105;28107;28109;28111;28113;28115;28117;28119;28121;28123;28125;28127;28129;28133;28135;28137;28139;28143;28145;28147;28149;28151;28155;28157;28159;28161;28163;29001;29005;29009;29013;29015;29017;29019;29021;29027;29029;29031;29035;29037;29039;29041;29043;29047;29049;29051;29053;29055;29069;29071;29077;29083;29095;29097;29099;29101;29107;29113;29117;29119;29135;29139;29145;29155;29157;29159;29165;29169;29173;29175;29177;29181;29183;29187;29189;29201;29205;29207;29213;29219;29229;29510;30007;30013;30023;30029;30031;30041;30043;30047;30049;30053;30057;30059;30063;30067;30081;30085;30093;30101;30111;31001;31019;31025;31047;31053;31055;31073;31079;31099;31107;31109;31111;31119;31127;31141;31153;31155;31157;31177;32003;32005;32007;32013;32019;32023;32031;32510;33001;33003;33005;33009;33011;33013;33015;33017;33019;34001;34003;34005;34007;34009;34011;34013;34015;34017;34019;34021;34023;34025;34027;34029;34031;34033;34035;34037;34039;34041;35001;35005;35006;35009;35013;35015;35025;35031;35039;35041;35043;35045;35047;35049;35053;35055;35061;36001;36003;36007;36009;36011;36013;36015;36017;36019;36021;36023;36025;36027;36029;36031;36033;36035;36037;36039;36041;36043;36045;36049;36051;36053;36055;36057;36059;36063;36065;36067;36069;36071;36073;36075;36077;36079;36083;36087;36089;36091;36093;36095;36097;36101;36103;36105;36107;36109;36111;36113;36115;36117;36119;36121;37001;37005;37013;37015;37019;37021;37023;37025;37027;37031;37033;37035;37037;37039;37045;37047;37049;37051;37053;37057;37059;37061;37063;37065;37067;37069;37071;37077;37079;37081;37083;37085;37089;37091;37093;37097;37101;37105;37107;37109;37111;37119;37123;37125;37127;37129;37131;37133;37135;37137;37139;37143;37145;37147;37149;37151;37155;37159;37163;37165;37167;37171;37175;37179;37181;37183;37187;37189;37191;37195;37197;38003;38015;38017;38023;38025;38031;38049;38051;38055;38059;38061;38069;38071;38085;38089;38099;38101;39003;39005;39007;39009;39011;39013;39017;39019;39021;39023;39025;39027;39029;39031;39033;39035;39037;39039;39041;39043;39045;39047;39049;39051;39053;39055;39057;39061;39063;39071;39077;39081;39083;39085;39087;39089;39091;39093;39095;39097;39099;39101;39103;39107;39109;39113;39119;39123;39129;39131;39133;39139;39143;39147;39149;39151;39153;39155;39157;39159;39161;39165;39167;39169;39173;39175;40001;40013;40015;40017;40019;40021;40023;40027;40031;40035;40037;40039;40041;40047;40049;40051;40065;40071;40077;40079;40081;40083;40087;40097;40101;40103;40105;40109;40111;40113;40115;40117;40119;40121;40123;40125;40131;40133;40135;40137;40139;40143;40145;40147;41003;41005;41007;41009;41017;41019;41023;41027;41029;41033;41035;41039;41041;41043;41047;41049;41051;41053;41057;41059;41061;41065;41067;41071;42001;42003;42005;42007;42011;42013;42015;42017;42019;42021;42023;42025;42027;42029;42031;42033;42037;42039;42041;42043;42045;42049;42051;42055;42059;42061;42063;42067;42069;42071;42073;42075;42077;42079;42081;42083;42085;42087;42089;42091;42093;42095;42097;42099;42101;42103;42105;42107;42109;42111;42115;42117;42121;42123;42125;42127;42129;42133;44001;44003;44005;44007;44009;45001;45003;45007;45013;45015;45017;45019;45023;45025;45027;45029;45031;45033;45035;45037;45039;45041;45043;45045;45047;45051;45053;45055;45057;45059;45061;45063;45067;45069;45071;45073;45075;45077;45079;45081;45083;45085;45087;45089;45091;46003;46005;46009;46011;46013;46023;46025;46027;46029;46035;46039;46047;46049;46057;46065;46067;46081;46083;46085;46087;46093;46099;46103;46109;46121;46125;46127;46135;47001;47003;47005;47007;47009;47011;47013;47015;47017;47019;47021;47023;47025;47029;47031;47035;47037;47041;47043;47045;47047;47051;47053;47059;47061;47063;47065;47069;47071;47073;47075;47079;47083;47089;47091;47093;47101;47103;47105;47107;47109;47111;47113;47115;47119;47121;47123;47125;47129;47131;47133;47135;47141;47145;47147;47149;47151;47155;47157;47159;47163;47165;47167;47169;47171;47173;47179;47183;47185;47187;47189;48005;48013;48015;48021;48027;48029;48031;48037;48039;48041;48049;48051;48053;48055;48057;48061;48067;48069;48071;48073;48085;48091;48099;48103;48113;48115;48117;48121;48123;48133;48135;48139;48141;48143;48145;48147;48149;48157;48159;48165;48167;48181;48183;48185;48187;48189;48199;48201;48203;48209;48213;48215;48219;48221;48223;48231;48239;48245;48251;48255;48257;48259;48273;48277;48279;48285;48291;48293;48299;48303;48305;48309;48317;48321;48323;48325;48329;48331;48337;48339;48343;48347;48349;48355;48359;48361;48367;48373;48375;48381;48395;48397;48401;48407;48409;48419;48423;48427;48437;48439;48441;48445;48451;48453;48459;48463;48465;48467;48469;48471;48473;48477;48479;48481;48485;48489;48491;48493;48503;49003;49005;49011;49017;49021;49029;49035;49037;49043;49045;49047;49049;49051;49053;49057;50001;50003;50005;50007;50011;50015;50017;50019;50021;50023;50025;50027;51001;51003;51005;51007;51009;51013;51019;51023;51036;51041;51047;51059;51061;51065;51067;51069;51073;51075;51079;51081;51083;51085;51087;51093;51095;51099;51103;51105;51107;51109;51113;51115;51117;51121;51125;51127;51131;51133;51135;51137;51143;51145;51147;51149;51153;51161;51163;51165;51171;51175;51177;51179;51185;51187;51191;51197;51199;51510;51520;51540;51550;51590;51630;51640;51650;51660;51670;51680;51683;51685;51700;51710;51735;51740;51750;51760;51770;51800;51810;51830;51840;53001;53005;53007;53009;53011;53013;53015;53017;53019;53021;53025;53027;53029;53031;53033;53035;53037;53039;53041;53043;53045;53047;53053;53055;53057;53059;53061;53063;53065;53067;53071;53073;53075;53077;54003;54011;54025;54029;54033;54035;54037;54039;54045;54049;54051;54053;54055;54061;54065;54069;54073;54077;54079;54081;54093;54097;54103;54105;54107;55007;55009;55015;55017;55019;55021;55025;55027;55031;55033;55035;55039;55043;55045;55049;55051;55055;55057;55059;55063;55073;55075;55079;55081;55085;55087;55089;55093;55097;55101;55103;55105;55109;55111;55117;55125;55127;55131;55133;55135;55139;55141;56001;56005;56007;56009;56013;56015;56017;56019;56021;56025;56029;56033;56035;56037;56039;56043"
