,fips,cluster,long,lat,deaths,clusterDeaths,state,county
147,4027.0,1,-114.59866299999999,32.650040000000004,3,109,ClusterState,cluster0
140,6025.0,1,-115.53448700000001,32.841101,11,109,ClusterState,cluster0
114,6059.0,1,-117.86288,33.733953,74,109,ClusterState,cluster0
154,4012.0,1,-114.172146,33.908361,2,109,ClusterState,cluster0
99,6111.0,1,-119.02501799999999,34.241989000000004,19,109,ClusterState,cluster0
174,4025.0,2,-112.26776699999999,34.629014,4,102,ClusterState,cluster1
83,6083.0,2,-120.092602,34.639262,11,102,ClusterState,cluster1
153,4015.0,2,-114.24963400000001,35.069679,23,102,ClusterState,cluster1
75,6079.0,2,-120.667689,35.342391,1,102,ClusterState,cluster1
105,6029.0,2,-118.936004,35.372968,16,102,ClusterState,cluster1
91,6031.0,2,-119.72908400000001,36.242748999999996,1,102,ClusterState,cluster1
97,6107.0,2,-119.23154699999999,36.251227,46,102,ClusterState,cluster1
136,32023.0,3,-116.165792,36.468656,0,106,ClusterState,cluster2
56,6053.0,3,-121.64616200000002,36.611722,6,106,ClusterState,cluster2
88,6019.0,3,-119.76788400000001,36.738918,9,106,ClusterState,cluster2
60,6069.0,3,-121.40385900000001,36.843404,2,106,ClusterState,cluster2
51,6087.0,3,-121.936728,36.985171,2,106,ClusterState,cluster2
84,6039.0,3,-120.00675,37.043099,2,106,ClusterState,cluster2
170,49025.0,3,-112.425977,37.114838,0,106,ClusterState,cluster2
162,49053.0,3,-113.519705,37.135163,0,106,ClusterState,cluster2
111,6027.0,3,-118.267513,37.160247,1,106,ClusterState,cluster2
77,6047.0,3,-120.623989,37.281015999999994,3,106,ClusterState,cluster2
85,6043.0,3,-119.957219,37.542747999999996,0,106,ClusterState,cluster2
41,6081.0,3,-122.34099099999999,37.56395,62,106,ClusterState,cluster2
68,6099.0,3,-120.955577,37.619147,19,106,ClusterState,cluster2
146,32017.0,4,-114.644504,37.6903,0,105,ClusterState,cluster3
47,6001.0,4,-122.100393,37.705201,72,105,ClusterState,cluster3
163,49021.0,4,-113.073838,37.709161,0,105,ClusterState,cluster3
39,6075.0,4,-122.438323,37.759598,33,105,ClusterState,cluster3
178,49017.0,5,-112.088923,37.76185,0,139,ClusterState,cluster4
103,6051.0,5,-118.97059399999999,37.763321999999995,1,139,ClusterState,cluster4
63,6077.0,5,-121.29810800000001,37.931804,28,139,ClusterState,cluster4
50,6013.0,5,-122.03013100000001,37.935588,32,139,ClusterState,cluster4
81,6109.0,5,-120.32853,37.971531,0,139,ClusterState,cluster4
36,6041.0,5,-122.547075,37.986705,14,139,ClusterState,cluster4
76,6009.0,5,-120.63371799999999,38.163627000000005,0,139,ClusterState,cluster4
49,6095.0,5,-122.069324,38.235582,7,139,ClusterState,cluster4
175,49031.0,5,-112.20816200000002,38.288475,0,139,ClusterState,cluster4
43,6055.0,5,-122.321646,38.329075,2,139,ClusterState,cluster4
72,6005.0,5,-120.775729,38.394208,0,139,ClusterState,cluster4
30,6097.0,5,-122.720522,38.41408,4,139,ClusterState,cluster4
61,6067.0,5,-121.38086100000001,38.56895,51,139,ClusterState,cluster4
107,32021.0,6,-118.63869299999999,38.590037,0,122,ClusterState,cluster5
54,6113.0,6,-121.721112,38.598913,20,122,ClusterState,cluster5
86,6003.0,6,-119.847603,38.728297999999995,0,122,ClusterState,cluster5
73,6017.0,6,-120.74433,38.746543,0,122,ClusterState,cluster5
180,49041.0,6,-112.042048,38.77474,0,122,ClusterState,cluster5
66,6061.0,6,-121.18246599999999,38.844511,8,122,ClusterState,cluster5
89,32005.0,6,-119.755928,38.956913,0,122,ClusterState,cluster5
29,6033.0,6,-122.734609,38.973362,0,122,ClusterState,cluster5
57,6101.0,6,-121.644269,39.135490000000004,2,122,ClusterState,cluster5
59,6115.0,6,-121.506626,39.13883,1,122,ClusterState,cluster5
48,6011.0,6,-122.08555700000001,39.156147999999995,0,122,ClusterState,cluster5
90,32510.0,6,-119.75371100000001,39.166134,1,122,ClusterState,cluster5
169,49027.0,6,-112.494882,39.214604,0,122,ClusterState,cluster5
69,6057.0,6,-120.916546,39.219524,1,122,ClusterState,cluster5
143,32033.0,6,-114.862381,39.273238,0,122,ClusterState,cluster5
11,6045.0,6,-123.397227,39.285329,0,122,ClusterState,cluster5
95,32019.0,6,-119.32513300000001,39.34878,0,122,ClusterState,cluster5
106,32001.0,6,-118.79566100000001,39.473584,1,122,ClusterState,cluster5
87,32031.0,6,-119.795493,39.535558,39,122,ClusterState,cluster5
46,6021.0,6,-122.17749099999999,39.663418,0,122,ClusterState,cluster5
55,6007.0,6,-121.70763500000001,39.669037,0,122,ClusterState,cluster5
71,6063.0,6,-120.825847,39.983857,0,122,ClusterState,cluster5
45,6103.0,6,-122.218704,40.115187,1,122,ClusterState,cluster5
125,32015.0,6,-116.94321000000001,40.520911,0,122,ClusterState,cluster5
172,49045.0,6,-112.379217,40.56078,0,122,ClusterState,cluster5
44,6089.0,6,-122.29996100000001,40.580269,4,122,ClusterState,cluster5
187,49035.0,6,-111.922762,40.646321,44,122,ClusterState,cluster5
3,6023.0,7,-124.087189,40.752982,0,101,ClusterState,cluster6
141,32007.0,7,-115.51859499999999,40.870907,1,101,ClusterState,cluster6
185,49011.0,7,-111.95875600000001,41.01957,2,101,ClusterState,cluster6
117,32013.0,7,-117.74505500000001,41.034176,3,101,ClusterState,cluster6
183,49057.0,7,-111.990305,41.224614,2,101,ClusterState,cluster6
37,6093.0,7,-122.489833,41.576203,0,101,ClusterState,cluster6
177,49003.0,7,-112.09976999999999,41.591026,1,101,ClusterState,cluster6
2,6015.0,7,-124.16308799999999,41.791232,0,101,ClusterState,cluster6
0,41015.0,7,-124.328547,42.249909,0,101,ClusterState,cluster6
53,41035.0,7,-121.724883,42.281867,0,101,ClusterState,cluster6
25,41029.0,7,-122.85831599999999,42.346990000000005,0,101,ClusterState,cluster6
12,41033.0,7,-123.38680900000001,42.404127,1,101,ClusterState,cluster6
160,16031.0,7,-113.74183300000001,42.482791,1,101,ClusterState,cluster6
148,16083.0,7,-114.504002,42.558563,11,101,ClusterState,cluster6
161,16067.0,7,-113.712227,42.613265999999996,0,101,ClusterState,cluster6
149,16053.0,7,-114.46266899999999,42.698446999999994,2,101,ClusterState,cluster6
165,16077.0,7,-112.829004,42.775001,0,101,ClusterState,cluster6
145,16047.0,7,-114.75106699999999,42.852717,0,101,ClusterState,cluster6
171,16005.0,7,-112.423672,42.869212,0,101,ClusterState,cluster6
150,16063.0,7,-114.32606899999999,42.973467,0,101,ClusterState,cluster6
139,16039.0,7,-115.68440700000001,43.115320000000004,2,101,ClusterState,cluster6
173,16011.0,7,-112.355721,43.217372,0,101,ClusterState,cluster6
13,41019.0,7,-123.386761,43.237446999999996,0,101,ClusterState,cluster6
1,41011.0,7,-124.231247,43.305343,0,101,ClusterState,cluster6
144,16025.0,7,-114.756451,43.350524,0,101,ClusterState,cluster6
130,16073.0,7,-116.68155800000001,43.376748,0,101,ClusterState,cluster6
182,16019.0,7,-111.997623,43.494876,0,101,ClusterState,cluster6
102,41025.0,7,-118.98673799999999,43.522141,0,101,ClusterState,cluster6
151,16013.0,7,-114.29427700000001,43.541366,5,101,ClusterState,cluster6
135,16001.0,7,-116.304409,43.611186,19,101,ClusterState,cluster6
132,16027.0,7,-116.627276,43.611438,6,101,ClusterState,cluster6
184,16051.0,7,-111.969394,43.691123,0,101,ClusterState,cluster6
133,16045.0,7,-116.506739,43.884322999999995,0,101,ClusterState,cluster6
123,41045.0,7,-117.062987,43.971312,0,101,ClusterState,cluster6
128,16075.0,7,-116.894281,44.020334000000005,2,101,ClusterState,cluster6
17,41039.0,7,-123.117351,44.038338,2,101,ClusterState,cluster6
62,41017.0,7,-121.30565,44.092071000000004,0,101,ClusterState,cluster6
157,16037.0,7,-114.04803500000001,44.285168,0,101,ClusterState,cluster6
70,41013.0,7,-120.839327,44.285942999999996,0,101,ClusterState,cluster6
127,16087.0,7,-116.919922,44.297897999999996,0,101,ClusterState,cluster6
101,41023.0,7,-119.001015,44.450864,0,101,ClusterState,cluster6
20,41043.0,7,-122.95961799999999,44.554621000000004,8,101,ClusterState,cluster6
14,41003.0,7,-123.278972,44.571181,5,101,ClusterState,cluster6
65,41031.0,7,-121.193198,44.601999,0,101,ClusterState,cluster6
4,41041.0,7,-124.00086100000001,44.712447,0,101,ClusterState,cluster6
138,16085.0,7,-116.073719,44.758677,0,101,ClusterState,cluster6
116,41001.0,7,-117.76548700000001,44.779398,0,101,ClusterState,cluster6
134,16003.0,7,-116.375947,44.848619,0,101,ClusterState,cluster6
15,41053.0,7,-123.211525,44.920133,5,101,ClusterState,cluster6
21,41047.0,7,-122.954793,44.961690000000004,23,101,ClusterState,cluster6
159,16059.0,8,-113.86153,45.127412,0,106,ClusterState,cluster7
167,30001.0,8,-112.69618600000001,45.221056,0,106,ClusterState,cluster7
16,41071.0,8,-123.14044799999999,45.237712,7,106,ClusterState,cluster7
112,41061.0,8,-118.019473,45.341758,0,106,ClusterState,cluster7
34,41005.0,8,-122.57415,45.363365,9,106,ClusterState,cluster7
186,30057.0,8,-111.94921699999999,45.435990000000004,1,106,ClusterState,cluster7
119,41063.0,8,-117.310593,45.443081,0,106,ClusterState,cluster7
6,41057.0,8,-123.858675,45.467428000000005,0,106,ClusterState,cluster7
24,41067.0,8,-122.87064099999999,45.48421,12,106,ClusterState,cluster7
32,41051.0,8,-122.588705,45.517889000000004,53,106,ClusterState,cluster7
74,41055.0,8,-120.726192,45.522409,0,106,ClusterState,cluster7
64,41065.0,8,-121.20259399999999,45.536003,1,106,ClusterState,cluster7
58,41027.0,8,-121.56313200000001,45.655533,0,106,ClusterState,cluster7
35,53011.0,8,-122.561881,45.679487,23,106,ClusterState,cluster7
52,53059.0,9,-121.925675,45.691396999999995,0,152,ClusterState,cluster8
92,41049.0,9,-119.61275800000001,45.730088,0,152,ClusterState,cluster8
67,53039.0,9,-121.132931,45.797495,3,152,ClusterState,cluster8
104,41059.0,9,-118.952064,45.798618,1,152,ClusterState,cluster8
22,41009.0,9,-122.93005,45.893189,0,152,ClusterState,cluster8
137,16049.0,9,-116.10656599999999,45.974127,0,152,ClusterState,cluster8
168,30093.0,9,-112.52435600000001,45.98796,0,152,ClusterState,cluster8
109,53071.0,9,-118.39018200000001,46.077821,2,152,ClusterState,cluster8
7,41007.0,9,-123.837442,46.098033,0,152,ClusterState,cluster8
23,53015.0,9,-122.89995800000001,46.137731,0,152,ClusterState,cluster8
164,30023.0,9,-112.95408700000002,46.137755,0,152,ClusterState,cluster8
96,53005.0,9,-119.276099,46.229003999999996,51,152,ClusterState,cluster8
10,53069.0,9,-123.428851,46.236785,0,152,ClusterState,cluster8
179,30043.0,9,-112.053101,46.254092,0,152,ClusterState,cluster8
98,53021.0,9,-119.11931000000001,46.304218,16,152,ClusterState,cluster8
113,53013.0,9,-117.97574099999999,46.325941,0,152,ClusterState,cluster8
156,30081.0,9,-114.117267,46.352649,0,152,ClusterState,cluster8
122,53003.0,9,-117.067274,46.388456,2,152,ClusterState,cluster8
124,16069.0,9,-116.95046200000002,46.394126,19,152,ClusterState,cluster8
79,53077.0,9,-120.41618999999999,46.515822,58,152,ClusterState,cluster8
5,53049.0,10,-123.896075,46.528108,0,168,ClusterState,cluster9
27,53041.0,10,-122.832505,46.617975,3,168,ClusterState,cluster9
181,30049.0,10,-112.021955,46.64477,0,168,ClusterState,cluster9
126,16057.0,10,-116.93443400000001,46.742968,0,168,ClusterState,cluster9
121,53075.0,10,-117.221303,46.797297,0,168,ClusterState,cluster9
100,53001.0,10,-119.02242,46.865676,0,168,ClusterState,cluster9
158,30063.0,10,-114.019007,46.875471999999995,1,168,ClusterState,cluster9
8,53027.0,10,-123.76763000000001,46.991374,0,168,ClusterState,cluster9
26,53067.0,10,-122.840989,46.999072999999996,1,168,ClusterState,cluster9
78,53037.0,10,-120.623911,47.047742,0,168,ClusterState,cluster9
94,53025.0,10,-119.469973,47.141696,2,168,ClusterState,cluster9
40,53053.0,10,-122.410936,47.179454,60,168,ClusterState,cluster9
18,53045.0,10,-123.03693100000001,47.287955,1,168,ClusterState,cluster9
82,53017.0,10,-120.172826,47.511897,2,168,ClusterState,cluster9
80,53007.0,10,-120.344707,47.530217,6,168,ClusterState,cluster9
155,30047.0,10,-114.120003,47.601938,0,168,ClusterState,cluster9
31,53035.0,10,-122.632791,47.613056,2,168,ClusterState,cluster9
110,53043.0,10,-118.32511799999999,47.633857,0,168,ClusterState,cluster9
118,53063.0,10,-117.37087,47.681186,28,168,ClusterState,cluster9
129,16055.0,10,-116.832581,47.73713,0,168,ClusterState,cluster9
28,53031.0,10,-122.825295,48.008216,0,168,ClusterState,cluster9
9,53009.0,10,-123.451968,48.094258,0,168,ClusterState,cluster9
33,53029.0,10,-122.57658799999999,48.206288,9,168,ClusterState,cluster9
176,30073.0,10,-112.14458,48.210126,0,168,ClusterState,cluster9
131,16017.0,10,-116.630982,48.235649,0,168,ClusterState,cluster9
152,30029.0,10,-114.279524,48.247203999999996,2,168,ClusterState,cluster9
115,53065.0,10,-117.81054499999999,48.279486,1,168,ClusterState,cluster9
120,53051.0,10,-117.22201100000001,48.286333,0,168,ClusterState,cluster9
93,53047.0,10,-119.57833600000001,48.446246,2,168,ClusterState,cluster9
42,53057.0,10,-122.33588200000001,48.466681,14,168,ClusterState,cluster9
142,30053.0,10,-115.43767700000001,48.545504,1,168,ClusterState,cluster9
19,53055.0,10,-122.98016499999999,48.576187,0,168,ClusterState,cluster9
166,30035.0,10,-112.79915600000001,48.602920000000005,0,168,ClusterState,cluster9
108,53019.0,10,-118.53178799999999,48.622195,0,168,ClusterState,cluster9
38,53073.0,10,-122.48531799999999,48.820552,33,168,ClusterState,cluster9
576,48215.0,11,-98.184054,26.232452000000002,8,98,ClusterState,cluster10
527,48427.0,11,-98.84119,26.388176,0,98,ClusterState,cluster10
610,48489.0,11,-97.779937,26.452145,1,98,ClusterState,cluster10
502,48505.0,11,-99.26586,26.902457000000002,0,98,ClusterState,cluster10
581,48047.0,11,-98.144221,27.204776000000003,0,98,ClusterState,cluster10
540,48247.0,11,-98.68361999999999,27.304609000000003,0,98,ClusterState,cluster10
606,48273.0,11,-97.857766,27.492495,1,98,ClusterState,cluster10
486,48479.0,11,-99.47635,27.520331,17,98,ClusterState,cluster10
561,48131.0,11,-98.389589,27.729917999999998,0,98,ClusterState,cluster10
587,48249.0,11,-98.06460200000001,27.751903999999996,0,98,ClusterState,cluster10
505,48283.0,11,-99.24983399999999,28.336046000000003,0,98,ClusterState,cluster10
584,48297.0,11,-98.105736,28.341838,0,98,ClusterState,cluster10
472,48127.0,11,-99.81757900000001,28.519099,0,98,ClusterState,cluster10
443,48323.0,11,-100.481002,28.70947,0,98,ClusterState,cluster10
475,48507.0,11,-99.80771700000001,28.757996000000002,0,98,ClusterState,cluster10
510,48163.0,11,-99.107465,28.845786999999998,0,98,ClusterState,cluster10
603,48255.0,11,-97.864151,28.856195,0,98,ClusterState,cluster10
542,48013.0,11,-98.576202,29.034632000000002,1,98,ClusterState,cluster10
582,48493.0,11,-98.142066,29.226084000000004,4,98,ClusterState,cluster10
479,48463.0,11,-99.75475,29.247671,0,98,ClusterState,cluster10
522,48325.0,11,-98.96830899999999,29.305418,2,98,ClusterState,cluster10
425,48465.0,11,-100.89806800000001,29.38073,0,98,ClusterState,cluster10
548,48029.0,11,-98.525238,29.479255,56,98,ClusterState,cluster10
586,48187.0,11,-98.097778,29.598985,0,98,ClusterState,cluster10
515,48019.0,11,-99.03603100000001,29.703543,0,98,ClusterState,cluster10
572,48091.0,11,-98.221819,29.764495,6,98,ClusterState,cluster10
537,48259.0,11,-98.725533,29.841299,0,98,ClusterState,cluster10
597,48209.0,11,-97.935889,30.00246,2,98,ClusterState,cluster10
507,48265.0,12,-99.15977099999999,30.039931,0,102,ClusterState,cluster11
560,48031.0,12,-98.393265,30.185496,0,102,ClusterState,cluster11
329,48043.0,12,-103.617388,30.217438,0,102,ClusterState,cluster11
525,48171.0,12,-98.905778,30.272524,0,102,ClusterState,cluster11
614,48453.0,12,-97.749981,30.31025,60,102,ClusterState,cluster11
480,48267.0,12,-99.732497,30.490095,0,102,ClusterState,cluster11
569,48053.0,12,-98.24483599999999,30.671778000000003,0,102,ClusterState,cluster11
550,48299.0,12,-98.51160899999999,30.684898999999998,0,102,ClusterState,cluster11
506,48319.0,12,-99.216248,30.753290000000003,0,102,ClusterState,cluster11
354,48371.0,12,-102.790862,30.898458,0,102,ClusterState,cluster11
583,48281.0,12,-98.116277,31.095879999999998,0,102,ClusterState,cluster11
496,48307.0,12,-99.337039,31.150738,0,102,ClusterState,cluster11
607,48099.0,12,-97.828854,31.239826,2,102,ClusterState,cluster11
469,48095.0,12,-99.859636,31.280122,0,102,ClusterState,cluster11
332,48389.0,12,-103.53287399999999,31.382677,0,102,ClusterState,cluster11
375,48103.0,12,-102.352002,31.400897999999998,0,102,ClusterState,cluster11
207,4023.0,12,-110.94319499999999,31.434733,0,102,ClusterState,cluster11
445,48451.0,12,-100.460084,31.452271999999997,1,102,ClusterState,cluster11
217,4003.0,12,-110.063053,31.607357,1,102,ClusterState,cluster11
519,48049.0,12,-98.989458,31.731621999999998,6,102,ClusterState,cluster11
585,48193.0,12,-98.099032,31.761315000000003,0,102,ClusterState,cluster11
272,48141.0,12,-106.37593600000001,31.782045,32,102,ClusterState,cluster11
464,48399.0,13,-99.99427299999999,31.801037,0,108,ClusterState,cluster12
490,48083.0,13,-99.423304,31.808605,0,108,ClusterState,cluster12
347,48495.0,13,-103.099982,31.841034000000004,0,108,ClusterState,cluster12
401,48173.0,13,-101.514268,31.851318,0,108,ClusterState,cluster12
373,48135.0,13,-102.3858,31.864940999999998,4,108,ClusterState,cluster12
449,48081.0,13,-100.405638,31.904324,0,108,ClusterState,cluster12
545,48093.0,13,-98.557373,31.969671999999996,1,108,ClusterState,cluster12
380,48329.0,13,-102.106662,32.002748,11,108,ClusterState,cluster12
388,48317.0,13,-101.825151,32.184222999999996,1,108,ClusterState,cluster12
570,48143.0,13,-98.228806,32.206569,1,108,ClusterState,cluster12
251,35029.0,13,-107.740412,32.217487,1,108,ClusterState,cluster12
402,48227.0,13,-101.464986,32.242065999999994,1,108,ClusterState,cluster12
266,35013.0,13,-106.728697,32.247294000000004,2,108,ClusterState,cluster12
362,48003.0,13,-102.542123,32.321659999999994,0,108,ClusterState,cluster12
489,48059.0,13,-99.448422,32.346951000000004,1,108,ClusterState,cluster12
528,48133.0,13,-98.840622,32.356034,0,108,ClusterState,cluster12
428,48335.0,13,-100.863291,32.392977,0,108,ClusterState,cluster12
477,48441.0,13,-99.768456,32.423132,6,108,ClusterState,cluster12
612,48221.0,13,-97.765687,32.432951,3,108,ClusterState,cluster12
448,48353.0,13,-100.411684,32.449321999999995,0,108,ClusterState,cluster12
318,35015.0,13,-104.291387,32.547601,1,108,ClusterState,cluster12
500,48417.0,13,-99.308669,32.688185,0,108,ClusterState,cluster12
424,48415.0,13,-100.905311,32.705897,0,108,ClusterState,cluster12
474,48253.0,13,-99.80891700000001,32.711236,0,108,ClusterState,cluster12
383,48115.0,13,-101.94931600000001,32.73465,1,108,ClusterState,cluster12
343,35025.0,13,-103.193711,32.753116999999996,0,108,ClusterState,cluster12
526,48429.0,13,-98.90424300000001,32.754222,0,108,ClusterState,cluster12
358,48165.0,13,-102.65843100000001,32.760539,0,108,ClusterState,cluster12
579,48363.0,13,-98.16759300000001,32.778005,2,108,ClusterState,cluster12
241,35017.0,13,-108.24269299999999,32.780454999999996,0,108,ClusterState,cluster12
283,35035.0,13,-105.98984399999999,32.806642,0,108,ClusterState,cluster12
220,4009.0,13,-109.81218100000001,32.867329999999995,0,108,ClusterState,cluster12
228,4011.0,13,-109.24871200000001,32.970402,0,108,ClusterState,cluster12
351,48501.0,13,-102.829655,33.025705,0,108,ClusterState,cluster12
198,4021.0,13,-111.58836399999998,33.060133,19,108,ClusterState,cluster12
257,35051.0,13,-107.277841,33.109272999999995,0,108,ClusterState,cluster12
541,48503.0,13,-98.625208,33.166529,1,108,ClusterState,cluster12
389,48305.0,13,-101.807743,33.181411,1,108,ClusterState,cluster12
378,48445.0,13,-102.271641,33.183904999999996,0,108,ClusterState,cluster12
578,48237.0,13,-98.168776,33.198496999999996,0,108,ClusterState,cluster12
406,48169.0,13,-101.385674,33.198856,0,108,ClusterState,cluster12
315,35005.0,13,-104.51261,33.364652,2,108,ClusterState,cluster12
287,35027.0,13,-105.631173,33.420964,0,108,ClusterState,cluster12
482,48275.0,13,-99.705702,33.464244,0,108,ClusterState,cluster12
430,48125.0,13,-100.85257800000001,33.534982,0,108,ClusterState,cluster12
385,48303.0,13,-101.887742,33.556622,49,108,ClusterState,cluster12
376,48219.0,14,-102.33483000000001,33.586415,1,112,ClusterState,cluster13
613,48337.0,14,-97.75625500000001,33.63828,1,112,ClusterState,cluster13
408,48107.0,14,-101.361212,33.664489,1,112,ClusterState,cluster13
357,48079.0,14,-102.737454,33.687756,0,112,ClusterState,cluster13
205,4007.0,14,-111.007494,33.82356,1,112,ClusterState,cluster13
568,48077.0,14,-98.24500400000001,33.828051,0,112,ClusterState,cluster13
546,48485.0,14,-98.55169599999999,33.922335,2,112,ClusterState,cluster13
235,35003.0,14,-108.54920700000001,33.928093,1,112,ClusterState,cluster13
431,48345.0,14,-100.844887,34.012828000000006,0,112,ClusterState,cluster13
457,48101.0,14,-100.300376,34.019044,1,112,ClusterState,cluster13
377,48279.0,14,-102.324158,34.028478,0,112,ClusterState,cluster13
407,48153.0,14,-101.376103,34.042836,0,112,ClusterState,cluster13
602,40067.0,14,-97.866159,34.128114000000004,0,112,ClusterState,cluster13
393,48189.0,14,-101.739801,34.145755,4,112,ClusterState,cluster13
501,48487.0,14,-99.296459,34.147319,0,112,ClusterState,cluster13
261,35053.0,14,-106.957793,34.153828000000004,2,112,ClusterState,cluster13
337,35041.0,14,-103.348217,34.167549,0,112,ClusterState,cluster13
356,48017.0,14,-102.745529,34.216557,0,112,ClusterState,cluster13
565,40033.0,14,-98.332256,34.307790999999995,2,112,ClusterState,cluster13
520,40141.0,14,-98.972769,34.380456,0,112,ClusterState,cluster13
341,35009.0,14,-103.21570799999999,34.420099,0,112,ClusterState,cluster13
459,48075.0,14,-100.225433,34.428815,0,112,ClusterState,cluster13
416,48045.0,14,-101.232801,34.440834,0,112,ClusterState,cluster13
596,40137.0,14,-97.945593,34.517163000000004,1,112,ClusterState,cluster13
379,48069.0,14,-102.26892,34.521244,1,112,ClusterState,cluster13
390,48437.0,14,-101.771547,34.531837,0,112,ClusterState,cluster13
353,48369.0,14,-102.815812,34.538847,0,112,ClusterState,cluster13
557,40031.0,14,-98.421648,34.629215,2,112,ClusterState,cluster13
497,40065.0,14,-99.335932,34.653403999999995,0,112,ClusterState,cluster13
267,35061.0,14,-106.72254199999999,34.752148999999996,1,112,ClusterState,cluster13
370,48117.0,14,-102.40204200000001,34.835104,0,112,ClusterState,cluster13
460,48087.0,14,-100.216872,34.863545,0,112,ClusterState,cluster13
278,35057.0,14,-106.10099699999999,34.867124,1,112,ClusterState,cluster13
215,4017.0,14,-110.211155,34.893625,36,112,ClusterState,cluster13
488,40055.0,14,-99.45942099999999,34.915219,6,112,ClusterState,cluster13
308,35019.0,14,-104.792489,34.930036,0,112,ClusterState,cluster13
516,40075.0,14,-99.015436,34.936358,0,112,ClusterState,cluster13
429,48129.0,14,-100.85405,34.94207,0,112,ClusterState,cluster13
405,48011.0,14,-101.392092,35.085722,0,112,ClusterState,cluster13
604,40051.0,14,-97.86189399999999,35.099526000000004,2,112,ClusterState,cluster13
271,35001.0,14,-106.61603899999999,35.107877,46,112,ClusterState,cluster13
249,35006.0,15,-107.80460900000001,35.113977,3,150,ClusterState,cluster14
384,48381.0,15,-101.888863,35.121463,3,150,ClusterState,cluster14
564,40015.0,15,-98.338494,35.147225,9,150,ClusterState,cluster14
328,35037.0,15,-103.65613,35.180626000000004,1,150,ClusterState,cluster14
387,48375.0,15,-101.83664399999999,35.221681,15,150,ClusterState,cluster14
371,48359.0,15,-102.390158,35.324274,1,150,ClusterState,cluster14
270,35043.0,15,-106.64926000000001,35.328604999999996,20,150,ClusterState,cluster14
458,48483.0,15,-100.265178,35.353697,0,150,ClusterState,cluster14
484,40009.0,15,-99.512486,35.361391,0,150,ClusterState,cluster14
411,48065.0,15,-101.32928100000001,35.384076,0,150,ClusterState,cluster14
609,40017.0,15,-97.78114000000001,35.491254,3,150,ClusterState,cluster14
232,35031.0,15,-108.63423,35.511503999999995,40,150,ClusterState,cluster14
197,4005.0,15,-111.590056,35.514426,55,150,ClusterState,cluster14
420,48179.0,16,-100.93840300000001,35.527957,0,98,ClusterState,cluster15
529,40039.0,16,-98.839507,35.547405,0,98,ClusterState,cluster15
297,35047.0,16,-105.309684,35.573296,0,98,ClusterState,cluster15
225,4001.0,16,-109.41483999999998,35.577687,10,98,ClusterState,cluster15
282,35049.0,16,-106.004953,35.630805,1,98,ClusterState,cluster15
404,48233.0,16,-101.448842,35.6807,0,98,ClusterState,cluster15
438,48393.0,16,-100.705316,35.720593,0,98,ClusterState,cluster15
321,35021.0,16,-103.984528,35.861022999999996,0,98,ClusterState,cluster15
275,35028.0,16,-106.270283,35.868766,0,98,ClusterState,cluster15
558,40011.0,16,-98.420662,35.884817,0,98,ClusterState,cluster15
453,48211.0,16,-100.364036,35.893959,0,98,ClusterState,cluster15
382,48341.0,16,-101.956199,35.904748,8,98,ClusterState,cluster15
599,40073.0,16,-97.912409,35.915329,0,98,ClusterState,cluster15
365,48205.0,16,-102.488764,35.984331,2,98,ClusterState,cluster15
512,40043.0,16,-99.06334,36.052429,0,98,ClusterState,cluster15
360,48111.0,16,-102.577929,36.110008,0,98,ClusterState,cluster15
277,35039.0,16,-106.204801,36.201002,0,98,ClusterState,cluster15
414,48195.0,16,-101.273482,36.213931,2,98,ClusterState,cluster15
556,40093.0,16,-98.421761,36.301932,1,98,ClusterState,cluster15
381,48421.0,16,-101.996669,36.336364,0,98,ClusterState,cluster15
432,48357.0,16,-100.810965,36.381028,1,98,ClusterState,cluster15
454,48295.0,16,-100.354171,36.387589,0,98,ClusterState,cluster15
601,40047.0,16,-97.88378900000001,36.398165000000006,1,98,ClusterState,cluster15
492,40153.0,16,-99.383837,36.426108,0,98,ClusterState,cluster15
289,35055.0,16,-105.609376,36.433446999999994,0,98,ClusterState,cluster15
339,35059.0,16,-103.262118,36.455575,0,98,ClusterState,cluster15
566,40003.0,16,-98.318501,36.660625,0,98,ClusterState,cluster15
312,35007.0,16,-104.643736,36.702618,0,98,ClusterState,cluster15
403,40139.0,16,-101.449911,36.71352,3,98,ClusterState,cluster15
243,35045.0,16,-108.220647,36.721940000000004,69,98,ClusterState,cluster15
367,40025.0,17,-102.485321,36.729185,0,142,ClusterState,cluster16
611,40053.0,17,-97.774047,36.762627,0,142,ClusterState,cluster16
538,40151.0,17,-98.719763,36.764047999999995,0,142,ClusterState,cluster16
478,40059.0,17,-99.757532,36.771519,0,142,ClusterState,cluster16
440,40007.0,17,-100.616419,36.818228000000005,0,142,ClusterState,cluster16
386,20129.0,17,-101.83833299999999,37.047093,0,142,ClusterState,cluster16
422,20175.0,17,-100.9161,37.052196,0,142,ClusterState,cluster16
412,20189.0,17,-101.322335,37.190103,0,142,ClusterState,cluster16
284,8021.0,17,-105.989049,37.195652,0,142,ClusterState,cluster16
316,8071.0,17,-104.503149,37.196601,0,142,ClusterState,cluster16
544,20007.0,17,-98.557384,37.212182,0,142,ClusterState,cluster16
589,20077.0,17,-98.051218,37.215092,0,142,ClusterState,cluster16
258,8007.0,17,-107.085027,37.240087,0,142,ClusterState,cluster16
