,fips,cluster,long,lat,deaths,clusterDeaths,state,county,clusterLat,clusterLong,distance
114,53013.0,10,-117.97574099999999,46.325941,0,153,ClusterState,cluster10,46.356812032679734,-119.40437755555556,1.4289700586535736
80,53077.0,10,-120.41618999999999,46.515822,59,153,ClusterState,cluster10,46.356812032679734,-119.40437755555556,1.0242307320324877
28,53041.0,11,-122.832505,46.617975,3,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.996534465792378
27,53067.0,11,-122.840989,46.999072999999996,1,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.8038365535255292
79,53037.0,11,-120.623911,47.047742,0,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,0.9683704829819223
95,53025.0,11,-119.469973,47.141696,2,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.8783832410274601
41,53053.0,11,-122.410936,47.179454,60,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.3388594833170813
19,53045.0,11,-123.03693100000001,47.287955,1,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.8821076678871045
83,53017.0,11,-120.172826,47.511897,2,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.0944783660140114
81,53007.0,11,-120.344707,47.530217,6,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,0.9244102137599504
32,53035.0,11,-122.632791,47.613056,2,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.4185760442226008
29,53031.0,11,-122.825295,48.008216,0,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.6108614144246525
34,53029.0,11,-122.57658799999999,48.206288,9,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.4076673640218622
94,53047.0,11,-119.57833600000001,48.446246,2,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.7691848025781085
43,53057.0,11,-122.33588200000001,48.466681,14,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.290968907558492
20,53055.0,11,-122.98016499999999,48.576187,0,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.9149613513293162
39,53073.0,11,-122.48531799999999,48.820552,34,169,ClusterState,cluster11,47.805161284023676,-121.22728271005916,1.6166852188436167
583,48047.0,12,-98.144221,27.204776000000003,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.6938469366988813
542,48247.0,12,-98.68361999999999,27.304609000000003,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.5300598909239047
608,48273.0,12,-97.857766,27.492495,1,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.5377320326090989
488,48479.0,12,-99.47635,27.520331,17,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.5720494438879136
563,48131.0,12,-98.389589,27.729917999999998,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.1250966170463896
589,48249.0,12,-98.06460200000001,27.751903999999996,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.2114170176258998
507,48283.0,12,-99.24983399999999,28.336046000000003,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.8091203518749592
586,48297.0,12,-98.105736,28.341838,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.7048196436693133
474,48127.0,12,-99.81757900000001,28.519099,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.2464632989185997
445,48323.0,12,-100.481002,28.70947,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.8737980555400893
477,48507.0,12,-99.80771700000001,28.757996000000002,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.1987855870845199
512,48163.0,12,-99.107465,28.845786999999998,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.49635338844822663
605,48255.0,12,-97.864151,28.856195,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.747487716615124
544,48013.0,12,-98.576202,29.034632000000002,1,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.20470173376858392
584,48493.0,12,-98.142066,29.226084000000004,4,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.6121336804769948
481,48463.0,12,-99.75475,29.247671,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.2163538133116223
524,48325.0,12,-98.96830899999999,29.305418,2,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.5921910567085431
550,48029.0,12,-98.525238,29.479255,56,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.6519991973589572
588,48187.0,12,-98.097778,29.598985,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.9222144330080438
517,48019.0,12,-99.03603100000001,29.703543,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,0.9686765764217137
574,48091.0,12,-98.221819,29.764495,6,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.0096730021142708
539,48259.0,12,-98.725533,29.841299,0,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.0147938022910297
599,48209.0,12,-97.935889,30.00246,2,98,ClusterState,cluster12,28.832957724489788,-98.6112774387755,1.3505129083630298
333,48389.0,13,-103.53287399999999,31.382677,0,98,ClusterState,cluster13,32.1704742755102,-104.88392968367346,1.563961638815885
273,48141.0,13,-106.37593600000001,31.782045,33,98,ClusterState,cluster13,32.1704742755102,-104.88392968367346,1.5417393262259702
349,48495.0,13,-103.099982,31.841034000000004,0,98,ClusterState,cluster13,32.1704742755102,-104.88392968367346,1.81411141697861
267,35013.0,13,-106.728697,32.247294000000004,2,98,ClusterState,cluster13,32.1704742755102,-104.88392968367346,1.8463660854384514
319,35015.0,13,-104.291387,32.547601,1,98,ClusterState,cluster13,32.1704742755102,-104.88392968367346,0.7023755393657636
344,35025.0,13,-103.193711,32.753116999999996,0,98,ClusterState,cluster13,32.1704742755102,-104.88392968367346,1.7878231856198052
284,35035.0,13,-105.98984399999999,32.806642,0,98,ClusterState,cluster13,32.1704742755102,-104.88392968367346,1.2758353533032807
316,35005.0,14,-104.51261,33.364652,2,110,ClusterState,cluster14,34.107371463636355,-104.70578427272727,0.7674298022021214
288,35027.0,14,-105.631173,33.420964,0,110,ClusterState,cluster14,34.107371463636355,-104.70578427272727,1.1521716463700815
338,35041.0,14,-103.348217,34.167549,0,110,ClusterState,cluster14,34.107371463636355,-104.70578427272727,1.3589003774607413
358,48017.0,14,-102.745529,34.216557,0,110,ClusterState,cluster14,34.107371463636355,-104.70578427272727,1.9632937160817452
342,35009.0,14,-103.21570799999999,34.420099,0,110,ClusterState,cluster14,34.107371463636355,-104.70578427272727,1.52253926404047
355,48369.0,14,-102.815812,34.538847,0,110,ClusterState,cluster14,34.107371463636355,-104.70578427272727,1.938599063797928
279,35057.0,14,-106.10099699999999,34.867124,1,110,ClusterState,cluster14,34.107371463636355,-104.70578427272727,1.5886605902000501
309,35019.0,15,-104.792489,34.930036,0,107,ClusterState,cluster15,35.1627558224299,-104.52500353271027,0.35455181703526756
329,35037.0,15,-103.65613,35.180626000000004,1,107,ClusterState,cluster15,35.1627558224299,-104.52500353271027,0.8690572818237057
233,35031.0,16,-108.63423,35.511503999999995,46,104,ClusterState,cluster16,35.51246515384615,-109.8843373076923,1.2501076771872155
198,4005.0,16,-111.590056,35.514426,55,104,ClusterState,cluster16,35.51246515384615,-109.8843373076923,1.705719819374074
283,35049.0,17,-106.004953,35.630805,1,100,ClusterState,cluster17,36.49521608,-107.08459622,1.383053143490414
276,35028.0,17,-106.270283,35.868766,0,100,ClusterState,cluster17,36.49521608,-107.08459622,1.0273975486630058
278,35039.0,17,-106.204801,36.201002,0,100,ClusterState,cluster17,36.49521608,-107.08459622,0.9276861290356114
290,35055.0,17,-105.609376,36.433446999999994,0,100,ClusterState,cluster17,36.49521608,-107.08459622,1.4765128230871842
244,35045.0,17,-108.220647,36.721940000000004,71,100,ClusterState,cluster17,36.49521608,-107.08459622,1.1584537585241754
285,8021.0,18,-105.989049,37.195652,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.6090786931720957
317,8071.0,18,-104.503149,37.196601,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.6007276343047883
296,8023.0,18,-105.448477,37.281779,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.353381139468423
287,8003.0,18,-105.877245,37.483069,2,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.3031838541837608
307,8055.0,18,-104.884201,37.616312,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.0629814003180016
277,8105.0,18,-106.238805,37.616658,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.4162295906479279
264,8079.0,18,-106.93558600000001,37.798623,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.8852989855204803
282,8109.0,18,-106.019489,37.915302000000004,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.0514280624177654
328,8089.0,18,-103.657432,38.024096,1,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.6886976952237678
297,8027.0,18,-105.381557,38.134215999999995,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,0.5053004656103408
323,8025.0,18,-103.857439,38.188547,1,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.4460078933122167
312,8101.0,18,-104.645147,38.263684999999995,12,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,0.6910062220255103
300,8043.0,18,-105.20653200000001,38.426058000000005,0,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,0.1951847425854886
263,8051.0,18,-106.944723,38.657886,6,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,1.7071853171657623
280,8015.0,18,-106.082645,38.676497,16,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,0.8466330343371516
311,8041.0,18,-104.758477,38.873669,78,142,ClusterState,cluster18,38.618691394366195,-105.23798766901409,0.543087526162301
302,8119.0,19,-105.14053200000001,38.94355,2,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,0.6947730588511472
331,8073.0,19,-103.613697,39.173232,0,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,1.6441852377034294
265,8097.0,19,-106.907765,39.232543,2,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,1.7633736652055545
275,8065.0,19,-106.30806100000001,39.245870000000004,0,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,1.1831201547493058
289,8093.0,19,-105.623144,39.311718,0,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,0.5403438453432805
315,8039.0,19,-104.51913,39.382868,1,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,0.7183968227131174
308,8035.0,19,-104.87971200000001,39.48527,28,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,0.3463138592592361
281,8117.0,19,-106.054579,39.573131,2,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,0.8656224291071204
269,8037.0,19,-106.717771,39.599453000000004,7,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,1.526942895633508
292,8019.0,19,-105.52965,39.712957,1,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,0.34691076004596666
303,8059.0,19,-105.128819,39.720524,94,141,ClusterState,cluster19,39.63646743262411,-105.19127680141844,0.10472097916388787
295,8047.0,20,-105.48021000000001,39.85702,0,98,ClusterState,cluster20,39.88515462244898,-104.94968020408163,0.5312752783045227
306,8001.0,20,-104.92747299999999,39.874297,81,98,ClusterState,cluster20,39.88515462244898,-104.94968020408163,0.024719382645368774
305,8014.0,20,-105.05549099999999,39.936888,17,98,ClusterState,cluster20,39.88515462244898,-104.94968020408163,0.11778058789848748
301,8013.0,21,-105.183981,40.063299,53,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.8810980124437393
368,8125.0,21,-102.486935,40.069472999999995,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.7077646857466395
348,8121.0,21,-103.156814,40.092526,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.2866930211644172
325,8087.0,21,-103.78151700000001,40.256023,22,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,0.9937432598497022
304,8069.0,21,-105.099218,40.504546000000005,19,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.564350264509059
374,8095.0,21,-102.387354,40.599517,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.4846183652398754
345,8075.0,21,-103.187715,40.639399,2,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,0.8104270362445166
310,56021.0,21,-104.773209,41.153225,1,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.0546402575264917
351,31033.0,21,-102.982623,41.166245,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,0.7447204444196673
327,31105.0,21,-103.66071099999999,41.232889,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,0.0639466911495214
291,56001.0,21,-105.598281,41.314993,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.8766372386702501
347,31123.0,21,-103.159224,41.707122999999996,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,0.7269290417840608
326,31157.0,21,-103.68038,41.865018,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,0.6184448649203795
320,56015.0,21,-104.220514,42.046971,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,0.9412670327551468
352,31013.0,21,-102.903704,42.135040000000004,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.207379121874705
350,31045.0,21,-103.066266,42.785306,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.6716154147721396
318,56027.0,21,-104.465879,42.809987,0,200,ClusterState,cluster21,41.24803233999999,-103.72283875999999,1.729685277197858
649,48355.0,22,-97.430035,27.733674,3,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.7191061615557854
651,48409.0,22,-97.399384,27.947284999999997,0,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.5775384219809478
685,48007.0,22,-97.071875,28.030071999999997,0,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.2557630221005713
664,48391.0,22,-97.244247,28.290390000000002,0,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.2907513428273643
618,48025.0,22,-97.736901,28.396655,0,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.737750441996729
726,48057.0,22,-96.625056,28.586063,3,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,0.6110524897314114
655,48175.0,22,-97.370374,28.704105,0,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.3384072550712358
694,48469.0,22,-96.990925,28.820583000000003,5,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,0.9624679078025545
785,48321.0,22,-96.002899,28.915315999999997,5,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,0.18317057084044172
729,48239.0,22,-96.594951,28.961331,0,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,0.606633560487517
660,48123.0,22,-97.313585,29.101571000000003,1,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.332810576063756
771,48481.0,22,-96.175663,29.276821999999996,0,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,0.5609261877796093
845,48039.0,22,-95.38541500000001,29.329215,9,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,0.8787124204338745
687,48285.0,22,-97.04796400000001,29.409258,1,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.2193507168756625
877,48167.0,22,-95.01349599999999,29.424115000000004,29,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.230253961063297
645,48177.0,22,-97.50357,29.476703000000004,2,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,1.647856426044177
820,48157.0,22,-95.663045,29.613217,38,118,ClusterState,cluster22,28.734522449152543,-96.03231243220337,0.9531330180909088
903,48071.0,23,-94.74172800000001,29.801262,0,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,0.4308122579137861
764,48015.0,23,-96.221858,29.853256,0,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,1.7464335013349457
964,48245.0,23,-94.067554,30.01233,25,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,0.4591766503200309
787,48473.0,23,-95.968855,30.021425,0,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,1.4728529873356373
980,48361.0,23,-93.870235,30.124169000000002,2,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,0.6332462240479878
887,48291.0,23,-94.901747,30.155392,1,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,0.39927617013738215
748,48477.0,23,-96.396264,30.182708,18,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,1.8939132579995281
1034,22019.0,23,-93.261485,30.227531,37,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,1.2428683417299096
836,48339.0,23,-95.468727,30.232067999999998,16,102,ClusterState,cluster23,30.159543362745097,-94.5024924117647,0.9689525801148297
696,48287.0,24,-96.967301,30.270012,0,98,ClusterState,cluster24,30.410864326530614,-97.27883711224491,0.3418978314083884
616,48453.0,24,-97.749981,30.31025,60,98,ClusterState,cluster24,30.410864326530614,-97.27883711224491,0.48176737713567774
784,48185.0,24,-96.009259,30.447103000000002,1,98,ClusterState,cluster24,30.410864326530614,-97.27883711224491,1.2700952029458983
723,48051.0,24,-96.64631800000001,30.479774,0,98,ClusterState,cluster24,30.410864326530614,-97.27883711224491,0.6362617153756326
620,48491.0,24,-97.71143000000001,30.554707,13,98,ClusterState,cluster24,30.410864326530614,-97.27883711224491,0.45588081912612893
754,48041.0,24,-96.33059,30.628865,18,98,ClusterState,cluster24,30.410864326530614,-97.27883711224491,0.9729834939575928
833,48471.0,24,-95.535016,30.729191999999998,2,98,ClusterState,cluster24,30.410864326530614,-97.27883711224491,1.7726377461871692
970,48241.0,25,-93.994075,30.736464,1,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.5535507288401869
937,48457.0,25,-94.365305,30.741967,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.4003753656242777
883,48373.0,25,-94.940487,30.743716999999997,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.35002953421108
793,48313.0,25,-95.89708900000001,30.955599,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.5946207925780143
855,48455.0,25,-95.245491,31.000010999999997,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.1829496662460655
837,48225.0,25,-95.46481999999999,31.298934999999997,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.0480454636385468
781,48289.0,25,-96.046864,31.29928,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.4988019377643926
908,48005.0,25,-94.714115,31.312604999999998,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.7721967467691088
982,48403.0,25,-93.850011,31.338565999999997,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.1827206781327366
961,48405.0,25,-94.150624,31.443535999999998,1,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.8895663960815744
1010,22085.0,25,-93.566643,31.581882,1,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.3027184856667788
741,48293.0,25,-96.520288,31.592033,1,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.8185785257622982
914,48347.0,25,-94.642764,31.623265999999997,9,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.4766419489976582
766,48161.0,25,-96.209634,31.696374,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.4913847882544706
817,48001.0,25,-95.687072,31.776142999999998,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.9677633045440442
956,48419.0,25,-94.180373,31.823558000000002,5,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.6433747985348551
858,48073.0,25,-95.21121600000001,31.904971999999997,1,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.4764677327802712
1028,22081.0,25,-93.307602,32.054629,6,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.4618610212954792
743,48349.0,25,-96.488644,32.079812,2,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.7194557758135711
987,22031.0,25,-93.77673399999999,32.10498,13,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.992703912178122
943,48365.0,25,-94.33116600000001,32.167392,8,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.4461117127803716
898,48401.0,25,-94.797713,32.193758,1,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.11453118746817552
794,48213.0,25,-95.889717,32.237902000000005,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.1312048946701294
849,48423.0,25,-95.297792,32.326710999999996,4,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.5821465270938729
900,48183.0,25,-94.79133,32.49808,0,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.4158346273823936
932,48203.0,25,-94.41297800000001,32.534967,9,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,0.575596073030817
1001,22015.0,25,-93.656675,32.555696999999995,20,110,ClusterState,cluster25,32.082835136363634,-94.76919088181818,1.2088382560869382
797,48467.0,26,-95.83309399999999,32.57797,1,97,ClusterState,cluster26,33.3058171443299,-96.16448000000001,0.7997362981040721
