,fips,cluster,long,lat,deaths,clusterDeaths,state,county,clusterLat,clusterLong,distance
2185,13299.0,89,-82.383943,31.22682,12,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.5263382807034023
2196,13229.0,89,-82.240429,31.314668,3,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.4214309514352366
2282,13191.0,89,-81.407579,31.47526,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.448897503409109
2171,13005.0,89,-82.466071,31.547221,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.2315114457298055
2232,13305.0,89,-81.919105,31.611857,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.1393922855372935
2188,13001.0,89,-82.338473,31.77388,10,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.9804694725956055
2250,13183.0,89,-81.733663,31.778807,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.031712513179789
2265,13179.0,89,-81.578482,31.827765999999997,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.0584548793063036
2154,13161.0,89,-82.600696,31.848776,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.0010098514597414
2287,13029.0,89,-81.37595400000001,31.979537,4,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.0644319415874677
2216,13267.0,89,-82.052217,32.043908,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.6921066896049376
2133,13309.0,89,-82.751307,32.146558,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.8541539599875609
2161,13209.0,89,-82.533261,32.167319,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.6942001583001471
2233,13109.0,89,-81.90736700000001,32.169649,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.6042347104591713
2186,13279.0,89,-82.36702199999999,32.183935999999996,3,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.5972358598111223
2292,13103.0,89,-81.299511,32.291745,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.9390391664924663
2156,13283.0,89,-82.589718,32.387046999999995,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.5753114249836009
2213,13043.0,89,-82.06230500000001,32.399861,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.33852464949658634
2247,13031.0,89,-81.76241999999999,32.417702,2,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.4827668004386483
2191,13107.0,89,-82.307952,32.58586,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.23080125229325218
2140,13167.0,89,-82.679535,32.701199,2,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.5512883268517129
2262,13251.0,89,-81.627328,32.722842,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.501843598374712
2229,13165.0,89,-81.950133,32.794618,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.18968733460934642
2131,13303.0,89,-82.77340600000001,32.962029,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.6842340015814388
2293,45005.0,89,-81.29220699999999,32.994406,3,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.8771405759060756
2180,13163.0,89,-82.407657,33.063551000000004,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.43324574207122557
2224,13033.0,89,-81.998447,33.101987,4,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.39262851084196465
2152,13125.0,89,-82.609847,33.235927000000004,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.6966614739194352
2288,45011.0,89,-81.35449,33.29489,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.9576829211188859
2144,13301.0,89,-82.66284399999999,33.407596000000005,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.8612099136317422
2217,13245.0,89,-82.049444,33.426859,16,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.6996753306078868
2170,13189.0,89,-82.46986600000001,33.459617,4,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.8037057909802069
2202,13073.0,89,-82.165654,33.516220000000004,5,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.7853395653672556
2246,45003.0,89,-81.769514,33.535416999999995,6,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,0.8804581904597769
2231,45037.0,89,-81.920292,33.722044,2,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.0120848633319999
2132,13317.0,89,-82.753524,33.755364,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.1990566509882736
2174,13181.0,89,-82.44638,33.781126,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.0963115554116742
2192,45065.0,89,-82.29365899999999,33.883028,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.1629981228018647
2253,45081.0,89,-81.706529,33.995666,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.332700084455743
2204,45047.0,89,-82.148595,34.204262,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.472659196708715
2178,45001.0,89,-82.422325,34.238459000000006,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.5349956105698557
2266,45071.0,89,-81.575787,34.268079,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.6329450854921566
2219,45059.0,89,-82.026131,34.504773,2,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.776028080070974
2149,45007.0,89,-82.618277,34.557505,8,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.8901715254470228
2263,45087.0,90,-81.625389,34.73195,0,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.7523447206485576
2138,45077.0,90,-82.686452,34.809329,1,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.47049589692345256
2190,45045.0,90,-82.335536,34.847691,45,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.22803780094449824
2223,45083.0,90,-82.000163,34.962731,12,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.31579668387483084
2259,45021.0,90,-81.64701,35.080073,0,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.6493661369184505
2134,37175.0,90,-82.74550699999999,35.2102,0,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.4698587191397949
2200,37149.0,90,-82.17545,35.258669,0,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.22211032867007569
2272,37045.0,90,-81.51701700000001,35.292496,2,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.8098150502390637
2169,37089.0,90,-82.47235500000001,35.34095,27,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.32115380912913466
2234,37161.0,90,-81.89497800000001,35.348446,7,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.4871567518723358
2158,37021.0,90,-82.550087,35.587674,4,98,ClusterState,cluster90,35.072333224489796,-82.29633001020409,0.5744290424184205
2241,47091.0,91,-81.843103,36.450734999999995,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.9961840261452632
2183,47163.0,91,-82.394917,36.531452,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.96618542151389
2201,51520.0,91,-82.169512,36.610479,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.8482231342004785
2155,51169.0,91,-82.594258,36.684532,2,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.8773197090627531
2226,51191.0,91,-81.972246,36.703579,3,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.7412200485949894
2267,51173.0,91,-81.57423100000001,36.829257,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.6563727101648602
2211,51167.0,91,-82.090612,36.935284,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.5166341016454399
2148,51720.0,91,-82.624348,36.938169,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.6541117540753147
2153,51195.0,91,-82.609349,36.952921999999994,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.63449752945176
2268,51185.0,91,-81.566563,37.147549,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.3499311420037343
2215,51027.0,91,-82.058814,37.264125,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.1862605338068368
2256,54047.0,91,-81.658541,37.389931,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.0917525418682175
2179,21195.0,91,-82.420659,37.463505,2,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.0920087082623622
2136,21071.0,91,-82.73852600000001,37.552299,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.1967211929151407
2269,54109.0,91,-81.564644,37.628554,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.8985673046398485
2203,54059.0,91,-82.15745799999999,37.705418,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.7701517625383454
2163,21159.0,91,-82.51692,37.830545,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.8418283362160097
2227,54045.0,91,-81.971518,37.856637,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.5886740861604418
2248,54005.0,91,-81.752712,38.054142999999996,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.4334005706510585
2139,21127.0,91,-82.68164300000001,38.078995,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.825951120883702
2212,54043.0,91,-82.066952,38.199034999999995,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.27592035519462393
2168,54099.0,91,-82.491282,38.261889000000004,7,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.5798193151669079
2257,54039.0,91,-81.652953,38.361943,11,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.29962603019549466
2189,54011.0,91,-82.338233,38.413495000000005,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.39846679465604046
2142,21019.0,91,-82.66654799999999,38.431905,3,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.7256819033579602
2230,54079.0,91,-81.926568,38.475729,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.034375778727063315
2159,39087.0,91,-82.540684,38.503018,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.602554762141941
2289,54087.0,91,-81.346321,38.729490999999996,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.6594116419712595
2214,54053.0,91,-82.059748,38.826465,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.3999877295419448
2195,39053.0,91,-82.274096,38.830628999999995,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.5099516065914405
2252,54035.0,91,-81.712041,38.840404,15,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.4573146007214559
2151,39079.0,91,-82.610661,39.036265,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.8936680610977251
2283,54105.0,91,-81.39213199999999,39.052702000000004,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.819217260702534
2222,39105.0,91,-82.013323,39.060946,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.6206587754491991
2166,39163.0,91,-82.503644,39.240103999999995,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.9744497409152343
2271,54107.0,91,-81.530388,39.266169,2,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.9185272196954352
2210,39009.0,91,-82.10024,39.345128,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,0.9145835420371188
2274,39167.0,91,-81.512663,39.41251,17,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.0585177563664538
2175,39073.0,91,-82.446275,39.522194,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.19025728757053
2236,39115.0,91,-81.86614300000001,39.616690000000006,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.174558035151156
2197,39127.0,91,-82.234082,39.754135999999995,1,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.3420171292783736
2278,39121.0,91,-81.48516500000001,39.77163,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.4032067007973477
2141,39045.0,91,-82.666944,39.795111,2,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.5333397380661788
2225,39119.0,91,-81.996883,39.961284,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.5177957712543242
2270,39059.0,91,-81.541827,40.016788,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.6221442319602393
2165,39089.0,91,-82.515759,40.05271,7,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.7078221696908775
2237,39031.0,91,-81.86511999999999,40.290804,0,97,ClusterState,cluster91,38.44451823711341,-81.94097572164948,1.8478433939987176
2284,39151.0,92,-81.38717199999999,40.837013,67,109,ClusterState,cluster92,40.837602926605506,-81.57103297247706,0.18386191887830217
2238,39169.0,92,-81.864335,40.838544,42,109,ClusterState,cluster92,40.837602926605506,-81.57103297247706,0.29330353725825037
2194,39005.0,93,-82.285667,40.855216999999996,0,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.7801318452417942
2273,39153.0,93,-81.51289799999999,41.112957,78,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.374196980611697
2242,39103.0,93,-81.84012,41.144056,17,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.28596912403486524
2150,39077.0,93,-82.614391,41.175374,1,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.907019023415521
2294,39133.0,93,-81.273457,41.17947,46,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.519781437213182
2209,39093.0,93,-82.112376,41.38987,44,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.3743743977017728
2147,39043.0,93,-82.627891,41.405481,3,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.8892891530173878
2290,39085.0,93,-81.319338,41.685888,8,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,0.5011374029624968
2157,26147.0,93,-82.56438299999999,42.911355,25,222,ClusterState,cluster93,41.41140672972974,-81.73862159009008,1.7122285827491477
2301,12051.0,94,-81.20257099999999,26.705392,5,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,1.785989814202976
2304,12043.0,94,-81.185404,26.896029,1,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,1.5965856542988648
2381,12085.0,94,-80.244395,27.1443,6,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,1.415479311772312
2334,12093.0,94,-80.822153,27.272057,0,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,1.1738164528264252
2370,12111.0,94,-80.353183,27.338067,25,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,1.1947779096102158
2367,12061.0,94,-80.44058100000001,27.671827,8,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,0.8537375692704838
2351,12009.0,94,-80.690979,28.232195,9,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,0.24024175677235235
2311,12127.0,94,-81.123944,29.073725,28,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,0.7061365457652816
2297,12035.0,94,-81.224735,29.523494,4,101,ClusterState,cluster94,28.445685554455444,-80.80115106930694,1.158056298989194
2339,45013.0,95,-80.77157,32.323566,12,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,1.2485277644006647
2326,45053.0,95,-81.012491,32.427942,1,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,1.3432389653377867
2314,45049.0,95,-81.11846800000001,32.800714,0,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,1.2357658211053597
2402,45019.0,95,-79.979214,32.822801,10,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.4704840223359449
2355,45029.0,95,-80.655455,32.916002,4,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.769215842132459
2383,45035.0,95,-80.21761,33.000816,3,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.3736018786144251
2396,45015.0,95,-80.03285100000001,33.068108,15,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.23014876745589338
2319,45009.0,95,-81.074156,33.269763,0,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,1.0893110398389867
2442,45043.0,95,-79.26939899999999,33.453334000000005,3,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.7333844410228946
2337,45075.0,95,-80.799081,33.471515999999994,2,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.8332751456454723
2418,45089.0,95,-79.733271,33.654581,7,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.4404296661994139
2335,45017.0,95,-80.819428,33.67638,1,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.9180938099064108
2384,45027.0,95,-80.206489,33.691189,26,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,0.4553798035074566
2460,45051.0,95,-78.940096,33.786228,18,102,ClusterState,cluster95,33.293248225490196,-79.98509815686275,1.1554473445049496
2369,45085.0,96,-80.387303,33.929411,12,111,ClusterState,cluster96,34.03332293693694,-80.6445163963964,0.27741020515430814
2299,45063.0,96,-81.213684,33.958732,21,111,ClusterState,cluster96,34.03332293693694,-80.6445163963964,0.5740344666176405
2327,45079.0,96,-80.98649,34.060483000000005,54,111,ClusterState,cluster96,34.03332293693694,-80.6445163963964,0.34305045487103736
2416,45041.0,96,-79.760954,34.100049,20,111,ClusterState,cluster96,34.03332293693694,-80.6445163963964,0.8860783688916255
2439,45067.0,97,-79.33682900000001,34.164265,3,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.1839134184097415
2378,45061.0,97,-80.265139,34.181554999999996,8,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.6769429804269659
2356,45055.0,97,-80.645219,34.259654,12,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.6924290162467454
2475,37047.0,97,-78.709221,34.279270000000004,14,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.6892800057000863
2401,45031.0,97,-79.983805,34.326829,3,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.616112351178119
2320,45039.0,97,-81.073993,34.361469,4,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.9225197567973148
2436,45033.0,97,-79.359942,34.394709999999996,0,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.044653956511533
2478,37017.0,97,-78.64109,34.607845000000005,1,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.6740280701421302
2421,45069.0,97,-79.670645,34.635883,1,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.6638906760766945
2453,37155.0,97,-79.093867,34.674582,6,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.2163630525863742
2388,45025.0,97,-80.144685,34.682027000000005,1,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.23214708752330207
2312,45023.0,97,-81.119727,34.702760999999995,0,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.8378371019364806
2344,45057.0,97,-80.74724,34.758129,4,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.4617648885704638
2427,37165.0,97,-79.47868000000001,34.786334000000004,0,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.8207906474129606
2417,37153.0,97,-79.733496,34.943604,2,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.5693652923381441
2391,37007.0,97,-80.11014499999999,34.972823999999996,0,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.21888337536234354
2447,37093.0,97,-79.177133,34.989624,0,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.1269614879341767
2323,45091.0,97,-81.06181,34.991083,5,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.7769755499752766
2358,37179.0,97,-80.619702,35.013609,17,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.3589378374921767
2495,37163.0,97,-78.396164,35.033839,1,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.9083303951628268
2461,37051.0,97,-78.936138,35.056492999999996,9,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,1.3746559916906562
2336,37119.0,97,-80.81662,35.223469,63,154,ClusterState,cluster97,34.85777784415584,-80.29635540259741,0.6359286695637445
2428,37125.0,98,-79.44678,35.244618,9,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,0.48643924206777484
2306,37071.0,98,-81.15657399999999,35.275594,5,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,1.2948011148203993
2380,37167.0,98,-80.247474,35.321525,4,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,0.40010986365352236
2408,37123.0,98,-79.88204,35.338988,2,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,0.13318693228900935
2470,37085.0,98,-78.847096,35.359863,13,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,1.0357664411009586
2359,37025.0,98,-80.612525,35.399234,17,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,0.7393548130100905
2448,37105.0,98,-79.173135,35.459779,1,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,0.7037389759883228
2305,37109.0,98,-81.178511,35.485027,0,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,1.3018088513987012
2493,37101.0,98,-78.41195400000001,35.560263,17,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,1.4674651437105755
2363,37159.0,98,-80.521966,35.620395,25,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,0.662028995339004
2296,37035.0,98,-81.245839,35.695409000000005,1,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,1.3871695110436448
2331,37097.0,98,-80.86910300000001,35.707328000000004,5,99,ClusterState,cluster98,35.4720704949495,-79.87676662626264,1.019841934970723
2445,37037.0,99,-79.236572,35.744124,11,119,ClusterState,cluster99,35.90304826050421,-79.1225317815126,0.19560698353959818
2413,37151.0,99,-79.82798100000001,35.766292,6,119,ClusterState,cluster99,35.90304826050421,-79.1225317815126,0.7185825454682161
2476,37183.0,99,-78.673074,35.797203,23,119,ClusterState,cluster99,35.90304826050421,-79.1225317815126,0.46175265731063914
2385,37057.0,99,-80.199539,35.853743,10,119,ClusterState,cluster99,35.90304826050421,-79.1225317815126,1.0781352222181333
2364,37059.0,99,-80.52158,35.929813,2,119,ClusterState,cluster99,35.90304826050421,-79.1225317815126,1.3993042088598993
2454,37135.0,99,-79.081244,35.978596,33,119,ClusterState,cluster99,35.90304826050421,-79.1225317815126,0.08609379678674633
2464,37063.0,99,-78.9062,35.989801,34,119,ClusterState,cluster99,35.90304826050421,-79.1225317815126,0.23307826475766383
2497,37069.0,100,-78.340858,36.047826,20,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.8557976188583676
2412,37081.0,100,-79.850251,36.065215,38,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.6784258189080857
2432,37001.0,100,-79.41419300000001,36.071263,5,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.2606615641706636
2379,37067.0,100,-80.256625,36.106431,5,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.0760579329215048
2352,37197.0,100,-80.675351,36.163573,1,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.4915388177628386
2308,37193.0,100,-81.134214,36.193059000000005,1,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.9500960760133867
2477,37077.0,100,-78.657114,36.223855,6,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.5278616203665892
2494,37181.0,100,-78.402101,36.331178,13,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.7939958343531737
2377,37169.0,100,-80.273917,36.350640000000006,0,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.1010301380427212
2458,37145.0,100,-78.970901,36.373422,1,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.27880712360450877
2414,37157.0,100,-79.77260600000001,36.402246999999996,2,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.624321475536625
2435,37033.0,100,-79.36193100000001,36.402606,1,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.27427449320024794
2354,37171.0,100,-80.656971,36.431314,1,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.491884397173842
2316,37005.0,100,-81.105731,36.498332,0,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.9455974219293055
2433,51590.0,100,-79.409867,36.591119,1,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.4569926758554812
2313,51077.0,100,-81.1193,36.648239000000004,0,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.9878289119220327
2376,51141.0,100,-80.282113,36.655724,0,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.1912123355306894
2329,51640.0,100,-80.918362,36.665997999999995,0,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,1.797385213417072
2407,51089.0,100,-79.903132,36.690407,1,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.8738542367191844
2498,51117.0,100,-78.320815,36.691889,10,106,ClusterState,cluster100,36.19377818867925,-79.18411805660377,0.9966978217574436
2462,51083.0,101,-78.92710699999999,36.750029999999995,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.9830050033209752
2434,51143.0,101,-79.409643,36.772086,1,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.9778623353969624
2410,51067.0,101,-79.861232,37.016003999999995,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.8714594204058899
2479,51037.0,101,-78.630844,37.017568,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.7711251902443945
2449,51031.0,101,-79.165807,37.25795,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.4690493699911285
2491,51147.0,101,-78.423416,37.259322999999995,2,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.6146368768581842
2399,51161.0,101,-79.989575,37.271414,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.7047855109933434
2403,51770.0,101,-79.960131,37.278728,1,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.6833122033963657
2395,51775.0,101,-80.05573000000001,37.286115,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.7279680692902937
2426,51019.0,101,-79.497893,37.314607,1,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.4660202710705477
2472,51011.0,101,-78.83395300000001,37.359958,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.3911686216202468
2446,51680.0,101,-79.188942,37.394382,1,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.3341175873170779
2411,51023.0,101,-79.85141800000001,37.448221999999994,3,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.4820804136297832
2387,51045.0,101,-80.174522,37.476038,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.6481647858694954
2500,51049.0,101,-78.257306,37.483249,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.5009410648366912
2452,51009.0,101,-79.10271800000001,37.519237,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.2062775397291754
2357,54063.0,101,-80.636561,37.528463,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.9480496626656607
2489,51029.0,101,-78.48345400000001,37.582102,1,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.2988955521930485
2437,51530.0,101,-79.35249300000001,37.734133,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.023102859272706
2400,51580.0,101,-79.98934,37.781277,0,103,ClusterState,cluster101,38.72551073786408,-79.09968943689321,1.2973262797604075
