fips,cluster
22043,1
22045,1
22047,1
22049,1
22051,1
22053,1
22055,1
22057,1
22059,1
22061,1
22063,1
22065,1
22067,1
22069,1
22071,1
22073,1
22075,1
22077,1
22079,1
22081,1
22083,1
22085,1
22087,1
22089,1
22093,1
22095,1
22097,1
22099,1
22101,1
22103,1
22105,1
22109,1
22111,1
22113,1
22115,1
22117,1
22119,1
22121,1
22125,1
22127,1
23001,30
23005,30
23007,30
23011,30
23013,30
23015,30
23017,30
23019,30
23023,30
23025,30
23027,30
23031,30
24003,13
24005,3
24009,13
24011,13
24013,3
24015,3
24017,13
24021,13
24023,27
24025,3
24027,13
24029,3
24031,13
24033,13
24035,13
24037,13
24039,13
24041,13
24043,13
24045,13
24047,13
24510,3
25001,30
25003,30
25005,30
25007,30
25009,30
25011,30
25013,30
25015,30
25017,30
25019,30
25021,30
25023,30
25025,30
25027,30
26005,37
26009,37
26015,37
26017,37
26021,37
26025,37
26027,37
26029,37
26031,37
26033,37
26035,37
26037,37
26039,37
26041,37
26045,37
26047,37
26049,37
26051,37
26053,32
26055,37
26057,37
26059,37
26061,23
26063,37
26065,37
26067,37
26069,37
26073,37
26075,37
26077,37
26079,37
26081,37
26087,37
26089,37
26091,37
26093,37
26099,37
26101,37
26103,23
26107,37
26111,37
26113,37
26115,37
26117,37
26121,37
26123,37
26125,37
26127,37
26129,37
26133,37
26137,37
26139,37
26143,37
26145,37
26147,37
26149,37
26151,37
26155,37
26157,37
26159,37
26161,37
26163,37
26165,37
27003,32
27007,32
27009,32
27011,21
27013,32
27019,32
27021,32
27025,32
27027,8
27029,32
27033,32
27037,32
27039,32
27041,32
27043,32
27045,32
27049,32
27053,32
27059,32
27061,32
27063,21
27067,32
27073,21
27079,32
27081,21
27087,8
27091,32
27093,32
27099,32
27103,32
27109,32
27111,32
27123,32
27129,32
27131,32
27137,32
27139,32
27141,32
27143,32
27145,32
27147,32
27157,32
27161,32
27163,32
27165,32
27167,8
27169,32
27171,32
28001,1
28003,41
28005,1
28007,41
28009,41
28011,1
28013,41
28015,41
28017,41
28019,41
28021,1
28023,41
28025,41
28027,41
28029,1
28031,1
28033,41
28035,1
28037,1
28039,1
28043,41
28045,1
28047,1
28049,1
28051,1
28053,1
28057,41
28059,1
28063,1
28067,1
28069,41
28071,41
28073,1
28075,41
28077,1
28079,41
28081,41
28083,41
28085,1
28087,41
28089,1
28091,1
28093,41
28095,41
28097,41
28099,41
28101,41
28103,41
28105,41
28107,41
28109,1
28111,1
28113,1
28115,41
28117,41
28119,41
28121,1
28123,1
28125,1
28127,1
28129,1
28133,1
28135,41
28137,41
28139,41
28143,41
28145,41
28147,1
28149,1
28151,1
28155,41
28157,1
28159,41
28161,41
28163,1
29001,39
29005,21
29009,19
29013,19
29015,19
29017,39
29019,39
29021,19
29027,39
29029,39
29031,39
29035,39
29037,19
29039,19
29041,39
29043,39
29047,19
29049,19
29051,39
29053,39
29055,39
29069,39
29071,39
29077,39
29083,19
29095,19
29097,19
29099,39
29101,19
29107,19
29113,39
29117,19
29119,19
29135,39
29139,39
29145,19
29155,39
29157,39
29159,19
29165,19
29169,39
29173,39
29175,39
29177,19
29181,39
29183,39
29187,39
29189,39
29201,39
29205,39
29207,39
29213,39
29219,39
29229,39
29510,39
30007,10
30013,10
30023,10
30029,10
30031,10
30041,10
30043,10
30047,10
30049,10
30053,18
30057,10
30059,10
30063,10
30067,10
30081,10
30085,40
30093,10
30101,10
30111,40
31001,21
31019,21
31025,21
31047,6
31053,21
31055,21
31073,6
31079,21
31099,21
31107,21
31109,21
31111,6
31119,21
31127,21
31141,21
31153,21
31155,21
31157,25
31177,21
32003,2
32005,44
32007,12
32013,12
32019,44
32023,2
32031,44
32510,44
33001,30
33003,30
33005,30
33009,30
33011,30
33013,30
33015,30
33017,30
33019,30
34001,3
34003,3
34005,3
34007,3
34009,3
34011,3
34013,3
34015,3
34017,3
34019,3
34021,3
34023,3
34025,3
34027,3
34029,3
34031,3
34033,3
34035,3
34037,3
34039,3
34041,3
35001,35
35005,38
35006,28
35009,38
35013,28
35015,38
35025,38
35031,28
35039,35
35041,38
35043,35
35045,35
35047,35
35049,35
35053,28
35055,35
35061,28
36001,30
36003,3
36007,3
36009,3
36011,3
36013,27
36015,3
36017,3
36019,30
36021,30
36023,3
36025,3
36027,3
36029,3
36031,30
36033,30
36035,30
36037,3
36039,30
36041,30
36043,3
36045,3
36049,3
36051,3
36053,3
36055,3
36057,3
36059,3
36063,3
36065,3
36067,3
36069,3
36071,3
36073,3
36075,3
36077,3
36079,3
36083,30
36087,3
36089,3
36091,30
36093,30
36095,3
36097,3
36101,3
36103,30
36105,3
36107,3
36109,3
36111,3
36113,30
36115,30
36117,3
36119,3
36121,3
37001,36
37005,36
37013,13
37015,13
37019,36
37021,36
37023,36
37025,36
37027,36
37031,13
37033,13
37035,36
37037,36
37039,43
37045,36
37047,36
37049,13
37051,36
37053,13
37057,36
37059,36
37061,13
37063,13
37065,13
37067,36
37069,13
37071,36
37077,13
37079,13
37081,36
37083,13
37085,36
37089,36
37091,13
37093,36
37097,36
37101,13
37105,36
37107,13
37109,36
37111,36
37119,36
37123,36
37125,36
37127,13
37129,13
37131,13
37133,13
37135,13
37137,13
37139,13
37143,13
37145,13
37147,13
37149,36
37151,36
37155,36
37159,36
37163,13
37165,36
37167,36
37171,36
37175,36
37179,36
37181,13
37183,13
37187,13
37189,36
37191,13
37195,13
37197,36
38003,8
38015,8
38017,8
38023,8
38025,8
38031,8
38049,8
38051,8
38055,8
38059,8
38061,8
38069,8
38071,8
38085,8
38089,8
38099,8
38101,8
39003,37
39005,27
39007,27
39009,27
39011,37
39013,27
39017,11
39019,27
39021,27
39023,27
39025,11
39027,11
39029,27
39031,27
39033,27
39035,27
39037,11
39039,37
39041,27
39043,27
39045,27
39047,27
39049,27
39051,37
39053,27
39055,27
39057,11
39061,11
39063,37
39071,11
39077,27
39081,27
39083,27
39085,27
39087,27
39089,27
39091,27
39093,27
39095,37
39097,27
39099,27
39101,27
39103,27
39107,37
39109,11
39113,11
39119,27
39123,37
39129,27
39131,27
39133,27
39139,27
39143,27
39147,27
39149,37
39151,27
39153,27
39155,27
39157,27
39159,27
39161,37
39165,11
39167,27
39169,27
39173,37
39175,27
40001,19
40013,42
40015,42
40017,42
40019,42
40021,19
40023,42
40027,42
40031,42
40035,19
40037,19
40039,42
40041,19
40047,19
40049,42
40051,42
40065,38
40071,19
40077,42
40079,42
40081,42
40083,42
40087,42
40097,19
40101,42
40103,19
40105,19
40109,42
40111,42
40113,19
40115,19
40117,19
40119,19
40121,42
40123,42
40125,42
40131,19
40133,42
40135,42
40137,42
40139,6
40143,19
40145,19
40147,19
41003,26
41005,26
41007,26
41009,26
41017,26
41019,17
41023,22
41027,26
41029,17
41033,17
41035,17
41039,26
41041,26
41043,26
41047,26
41049,22
41051,26
41053,26
41057,26
41059,22
41061,22
41065,26
41067,26
41071,26
42001,3
42003,27
42005,27
42007,27
42011,3
42013,3
42015,3
42017,3
42019,27
42021,27
42023,3
42025,3
42027,3
42029,3
42031,27
42033,3
42037,3
42039,27
42041,3
42043,3
42045,3
42049,27
42051,27
42055,3
42059,27
42061,3
42063,27
42067,3
42069,3
42071,3
42073,27
42075,3
42077,3
42079,3
42081,3
42083,3
42085,27
42087,3
42089,3
42091,3
42093,3
42095,3
42097,3
42099,3
42101,3
42103,3
42105,3
42107,3
42109,3
42111,27
42115,3
42117,3
42121,27
42123,27
42125,27
42127,3
42129,27
42133,3
44001,30
44003,30
44005,30
44007,30
44009,30
45001,36
45003,36
45007,36
45013,36
45015,36
45017,36
45019,36
45023,36
45025,36
45027,36
45029,36
45031,36
45033,36
45035,36
45037,36
45039,36
45041,36
45043,36
45045,36
45047,36
45051,36
45053,36
45055,36
45057,36
45059,36
45061,36
45063,36
45067,36
45069,36
45071,36
45073,36
45075,36
45077,36
45079,36
45081,36
45083,36
45085,36
45087,36
45089,36
45091,36
46003,21
46005,21
46009,21
46011,21
46013,8
46023,21
46025,21
46027,21
46029,21
46035,21
46039,21
46047,40
46049,8
46057,21
46065,8
46067,21
46081,40
46083,21
46085,8
46087,21
46093,40
46099,21
46103,40
46109,8
46121,8
46125,21
46127,21
46135,21
47001,11
47003,41
47005,41
47007,11
47009,43
47011,43
47013,11
47015,11
47017,41
47019,36
47021,11
47023,41
47025,11
47029,36
47031,41
47035,11
47037,11
47041,11
47043,41
47045,41
47047,41
47051,41
47053,41
47059,36
47061,43
47063,36
47065,43
47069,41
47071,41
47073,36
47075,41
47079,41
47083,41
47089,36
47091,36
47093,11
47101,41
47103,41
47105,11
47107,43
47109,41
47111,11
47113,41
47115,43
47119,41
47121,43
47123,43
47125,11
47129,11
47131,39
47133,11
47135,41
47141,11
47145,11
47147,11
47149,11
47151,11
47155,36
47157,41
47159,11
47163,36
47165,11
47167,41
47169,11
47171,36
47173,11
47179,36
47183,41
47185,11
47187,41
47189,11
48005,42
48013,5
48015,5
48021,5
48027,5
48029,5
48031,5
48037,42
48039,5
48041,5
48049,5
48051,5
48053,5
48055,5
48057,5
48061,5
48067,42
48069,38
48071,5
48073,42
48085,42
48091,5
48099,5
48103,38
48113,42
48115,38
48117,38
48121,42
48123,5
48133,5
48135,38
48139,42
48141,28
48143,5
48145,5
48147,42
48149,5
48157,5
48159,42
48165,38
48167,5
48181,42
48183,42
48185,5
48187,5
48189,38
48199,5
48201,5
48203,42
48209,5
48213,42
48215,5
48219,38
48221,42
48223,42
48231,42
48239,5
48245,5
48251,42
48255,5
48257,42
48259,5
48273,5
48277,42
48279,38
48285,5
48291,5
48293,5
48299,5
48303,38
48305,38
48309,5
48317,38
48321,5
48323,5
48325,5
48329,38
48331,5
48337,42
48339,5
48343,42
48347,42
48349,42
48355,5
48359,38
48361,1
48367,42
48373,5
48375,38
48381,38
48395,5
48397,42
48401,42
48407,5
48409,5
48419,42
48423,42
48427,5
48437,38
48439,42
48441,38
48445,38
48451,38
48453,5
48459,42
48463,5
48465,5
48467,42
48469,5
48471,5
48473,5
48477,5
48479,5
48481,5
48485,42
48489,5
48491,5
48493,5
48503,42
49003,4
49005,4
49011,4
49017,2
49021,2
49029,4
49035,4
49037,35
49043,4
49045,4
49047,4
49049,4
49051,4
49053,2
49057,4
50001,30
50003,30
50005,30
50007,30
50011,30
50015,30
50017,30
50019,30
50021,30
50023,30
50025,30
50027,30
51001,13
51003,13
51005,13
51007,13
51009,13
51013,13
51019,13
51023,13
51036,13
51041,13
51047,13
51059,13
51061,13
51065,13
51067,13
51069,13
51073,13
51075,13
51079,13
51081,13
51083,13
51085,13
51087,13
51093,13
51095,13
51099,13
51103,13
51105,36
51107,13
51109,13
51113,13
51115,13
51117,13
51121,36
51125,13
51127,13
51131,13
51133,13
51135,13
51137,13
51143,13
51145,13
51147,13
51149,13
51153,13
51161,13
51163,13
51165,13
51171,13
51175,13
51177,13
51179,13
51185,36
51187,13
51191,36
51197,36
51199,13
51510,13
51520,36
51540,13
51550,13
51590,13
51630,13
51640,36
51650,13
51660,13
51670,13
51680,13
51683,13
51685,13
51700,13
51710,13
51735,13
51740,13
51750,36
51760,13
51770,13
51800,13
51810,13
51830,13
51840,13
53001,22
53005,22
53007,22
53009,16
53011,26
53013,22
53015,26
53017,22
53019,18
53021,22
53025,22
53027,16
53029,16
53031,16
53033,16
53035,16
53037,22
53039,26
53041,16
53043,18
53045,16
53047,22
53053,16
53055,16
53057,16
53059,26
53061,16
53063,18
53065,18
53067,16
53071,22
53073,16
53075,18
53077,22
54003,13
54011,27
54025,27
54029,27
54033,27
54035,27
54037,13
54039,27
54045,27
54049,27
54051,27
54053,27
54055,36
54061,27
54065,13
54069,27
54073,27
54077,27
54079,27
54081,27
54093,27
54097,27
54103,27
54105,27
54107,27
55007,32
55009,23
55015,23
55017,32
55019,23
55021,23
55025,23
55027,23
55031,32
55033,32
55035,32
55039,23
55043,23
55045,23
55049,23
55051,32
55055,23
55057,23
55059,23
55063,32
55073,23
55075,23
55079,23
55081,23
55085,23
55087,23
55089,23
55093,32
55097,23
55101,23
55103,23
55105,23
55109,32
55111,23
55117,23
55125,23
55127,23
55131,23
55133,23
55135,23
55139,23
55141,23
56001,25
56005,40
56007,25
56009,40
56013,40
56015,25
56017,40
56019,40
56021,25
56025,40
56029,40
56033,40
56035,4
56037,4
56039,33
56043,40
