fips,long,lat
21005,-84.923071,38.028088
21007,-88.97886,37.04421
21009,-85.931813,36.996774
21011,-83.73656,38.139441
21013,-83.701396,36.687928
21015,-84.679715,38.9871
21017,-84.246611,38.202978
21019,-82.666548,38.431905
21021,-84.799493,37.635777
21023,-84.070088,38.702562
21025,-83.37768,37.520092
21027,-86.410471,37.770382
21029,-85.655385,38.022943
21031,-86.680574,37.218921
21033,-87.87922,37.127446
21035,-88.305814,36.620185
21037,-84.44141,39.035049
21039,-88.94788,36.854337
21041,-85.139328,38.668554
21043,-83.03816,38.313503
21045,-84.924168,37.303319
21047,-87.478173,36.810955
21049,-84.182232,37.986825
21051,-83.746759,37.169598
21053,-85.135223,36.713992
21055,-88.095078,37.332496
21057,-85.389079,36.778888
21059,-87.094971,37.747732
21061,-86.255277,37.196775
21063,-83.106515,38.122128
21065,-83.988899,37.706277
21067,-84.496639,38.020523
21069,-83.708286,38.388567
21071,-82.738526,37.552299
21073,-84.867592,38.196045
21075,-89.035017,36.538176
21077,-84.842979,38.764401
21079,-84.575557,37.649333
21081,-84.602069,38.688104
21083,-88.650362,36.741213
21085,-86.306723,37.46909
21087,-85.538944,37.265597
21089,-82.812206,38.555431
21091,-86.804762,37.868017
21093,-85.917039,37.746047
21095,-83.232825,36.865625
21097,-84.314823,38.415966
21099,-85.885789,37.278157
21101,-87.564405,37.818482
21103,-85.179495,38.431904
21105,-88.959953,36.666725
21107,-87.523154,37.305866
21109,-83.99368,37.402802
21111,-85.691832,38.201775
21113,-84.587046,37.884455
21115,-82.813992,37.829598
21117,-84.548581,39.01319
21119,-82.940555,37.32759
21121,-83.915231,36.901584
21123,-85.723408,37.544796
21125,-84.087834,37.091397
21127,-82.681643,38.078995
21129,-83.701692,37.591773
21131,-83.37635,37.115255
21133,-82.807173,37.14583
21135,-83.347091,38.562531
21137,-84.669872,37.473121
21139,-88.350899,37.135813
21141,-86.865922,36.85949
21143,-88.079778,37.060704
21145,-88.648273,37.048079
21147,-84.446083,36.715761
21149,-87.219315,37.513232
21151,-84.287451,37.70616
21153,-83.056234,37.729816
21155,-85.287195,37.569587
21157,-88.339329,36.898302
21159,-82.51692,37.830545
21161,-83.788535,38.616398
21163,-86.132811,37.934298
21165,-83.598399,37.939449
21167,-84.849691,37.785009
21169,-85.641586,36.990816
21171,-85.729921,36.708328
21173,-83.917436,38.035773
21175,-83.266566,37.91274
21177,-87.14704,37.23809
21179,-85.460371,37.818018
21181,-84.023779,38.327655
21183,-86.864293,37.465058
21185,-85.459538,38.372848
21187,-84.831925,38.531935
21189,-83.684099,37.452097
21191,-84.359742,38.715798
21193,-83.20106,37.257625
21195,-82.420659,37.463505
21197,-83.88113,37.852293
21199,-84.614645,37.092819
21201,-84.048848,38.520826
21203,-84.348396,37.381612
21205,-83.442318,38.194616
21207,-85.05932,37.029336
21209,-84.570575,38.231691
21211,-85.230241,38.213513
21213,-86.572109,36.733285
21215,-85.350915,38.059721
21217,-85.343425,37.350402
21219,-87.171454,36.81176
21221,-87.836202,36.847047
21223,-85.332526,38.620698
21225,-87.926958,37.653315
21227,-86.434563,36.970396
21229,-85.190875,37.738655
21231,-84.844614,36.837888
21233,-87.687044,37.499711
21235,-84.140995,36.809692
21237,-83.510902,37.740622
21239,-84.727271,38.050068
22001,-92.351799,30.278555
22003,-92.774458,30.669387
22005,-90.934028,30.248525
22007,-91.06645,29.922957
22009,-92.062566,31.053586
22011,-93.287136,30.733885
22013,-93.080261,32.388898
22015,-93.656675,32.555697
22017,-93.800831,32.472074
22019,-93.261485,30.227531
22021,-92.103757,32.078215
22023,-93.212142,29.956693
22025,-91.824471,31.696936
22027,-93.03306,32.833682
22029,-91.545991,31.592783
22031,-93.776734,32.10498
22033,-91.100943,30.462492
22035,-91.19516,32.770972
22037,-91.089224,30.826843
22039,-92.362231,30.685722
22041,-91.696268,32.143813
22043,-92.542816,31.534149
22045,-91.810231,29.994199
22047,-91.234302,30.272099
22049,-92.646015,32.280659
22051,-90.153175,29.945261
22053,-92.738028,30.240194
22055,-92.043759,30.205215
22057,-90.615099,29.679993
22059,-92.172553,31.730558
22061,-92.64793,32.549258
22063,-90.840765,30.483388
22065,-91.196834,32.397648
22067,-91.886161,32.786393
22069,-93.097361,31.759482
22071,-90.05284,29.972699
22073,-92.129634,32.514346
22075,-89.90076,29.72176
22077,-91.50006,30.67107
22079,-92.457473,31.28458
22081,-93.307602,32.054629
22083,-91.714756,32.441085
22085,-93.566643,31.581882
22087,-89.934425,29.928239
22089,-90.376773,29.939397
22091,-90.693879,30.788338
22093,-90.737207,30.020769
22095,-90.513417,30.071497
22097,-92.111314,30.514029
22099,-91.835169,30.229052
22101,-91.344782,29.740593
22103,-89.948329,30.383308
22105,-90.455513,30.571611
22107,-91.297084,31.964792
22109,-90.722239,29.592812
22111,-92.404307,32.794504
22113,-92.165923,29.993689
22115,-93.245823,31.094949
22117,-89.996174,30.835918
22119,-93.340925,32.7001
22121,-91.264463,30.443957
22123,-91.431802,32.816551
22125,-91.404737,30.893607
22127,-92.676588,31.929892
23001,-70.201312,44.119069
23003,-68.086628,46.705048
23005,-70.305589,43.748088
23007,-70.225634,44.70749
23009,-68.467743,44.471475
23011,-69.749178,44.396102
23013,-69.162849,44.129786
23015,-69.555057,44.032332
23017,-70.61336,44.28237
23019,-68.79423,44.953036
23021,-69.263375,45.242097
23023,-69.869704,43.956202
23025,-69.685757,44.821921
23027,-69.086553,44.491137
23029,-67.464919,44.863591
23031,-70.640561,43.424108
24001,-78.822261,39.629197
24003,-76.598917,39.067301
24005,-76.620366,39.369252
24009,-76.542042,38.548518
24011,-75.831491,38.874331
24013,-76.9931,39.527218
24015,-75.936585,39.613824
24017,-76.953006,38.578559
24019,-76.009758,38.570623
24021,-77.400231,39.432254
24023,-79.303138,39.512187
24025,-76.310879,39.521376
24027,-76.856729,39.219271
24029,-76.058525,39.24506
24031,-77.122862,39.086185
24033,-76.889947,38.908576
24035,-76.148099,39.022436
24037,-76.578864,38.307326
24039,-75.743445,38.132883
24041,-76.098126,38.769665
24043,-77.731386,39.617574
24045,-75.595082,38.371571
24047,-75.238169,38.301936
24510,-76.619614,39.314892
25001,-70.333968,41.690216
25003,-73.216577,42.460781
25005,-71.108301,41.793219
25007,-70.602745,41.421286
25009,-70.987816,42.62479
25011,-72.558703,42.578289
25013,-72.575325,42.125927
25015,-72.573322,42.312537
25017,-71.255223,42.448546
25019,-70.09112,41.267912
25021,-71.14756,42.202695
25023,-70.853689,42.023962
25025,-71.078632,42.334806
25027,-71.805321,42.303704
26001,-83.467594,44.665115
26003,-86.70041,46.388671
26005,-85.874288,42.603137
26007,-83.504463,45.050953
26009,-85.198692,44.978647
26011,-83.88273,44.044496
26013,-88.45426,46.765021
26015,-85.341744,42.614153
26017,-83.928385,43.630574
26019,-86.016123,44.650382
26021,-86.407539,41.987514
26023,-85.031761,41.929764
26025,-85.101835,42.289509
26027,-86.040589,41.891974
26029,-85.115158,45.247029
26031,-84.518691,45.512741
26033,-84.395364,46.367641
26035,-84.826409,43.945731
26037,-84.55503,42.891278
26039,-84.666533,44.655061
26041,-87.066378,45.802381
26043,-88.01381,45.833651
26045,-84.740485,42.64387
26047,-84.908934,45.433951
26049,-83.694732,43.006414
26051,-84.437377,43.967071
26053,-89.978538,46.435975
26055,-85.607171,44.710656
26057,-84.629372,43.343314
26059,-84.603983,41.917025
26061,-88.54161,47.12765
26063,-83.061783,43.833604
26065,-84.487816,42.68888
26067,-85.085925,42.956879
26069,-83.53696,44.356582
26071,-88.534279,46.098021
26073,-84.799832,43.607247
26075,-84.406366,42.241313
26077,-85.584896,42.26348
26079,-85.166074,44.720698
26081,-85.626605,42.963793
26083,-88.30247,47.333639
26085,-85.798358,43.95981
26087,-83.250561,43.059695
26089,-85.732585,44.909768
26091,-84.052388,41.925187
26093,-83.857596,42.573054
26095,-85.550951,46.334456
26097,-84.879992,45.997905
26099,-82.957388,42.58689
26101,-86.188019,44.303916
26103,-87.494598,46.486961
26105,-86.347842,43.974937
26107,-85.388822,43.653562
26109,-87.582124,45.341048
26111,-84.298064,43.642775
26113,-85.179438,44.305822
26115,-83.485782,41.900249
26117,-85.180571,43.288474
26119,-84.123031,44.999428
26121,-86.215441,43.244173
26123,-85.809843,43.46692
26125,-83.310386,42.587535
26127,-86.304176,43.632703
26129,-84.123289,44.287569
26131,-89.2851,46.720246
26133,-85.351195,43.965561
26135,-84.147141,44.696783
26137,-84.666879,45.006777
26139,-86.021326,42.909362
26141,-83.873629,45.356834
26143,-84.649836,44.364864
26145,-83.993736,43.3982
26147,-82.564383,42.911355
26149,-85.52719,41.888048
26151,-82.779371,43.364275
26153,-86.227647,46.004789
26155,-84.147237,42.942805
26157,-83.435718,43.429727
26159,-86.00994,42.260692
26161,-83.727147,42.256943
26163,-83.217933,42.33261
26165,-85.485562,44.307684
27001,-93.524368,46.570765
27003,-93.270245,45.195145
27005,-95.776251,46.849159
27007,-94.863032,47.591009
27009,-94.102484,45.633538
27011,-96.443222,45.400021
27013,-93.998839,44.129816
27015,-94.599226,44.284244
27017,-92.536239,46.642726
27019,-93.679956,44.83804
27021,-94.415763,46.814565
27023,-95.620749,44.960561
27025,-92.924051,45.453007
27027,-96.672421,46.857998
27029,-95.388249,47.561894
27031,-90.337909,47.783499
27033,-95.119501,43.94151
27035,-94.158899,46.430372
27037,-93.151767,44.765954
27039,-92.808798,44.02998
27041,-95.39199,45.909027
27043,-93.957933,43.680245
27045,-92.082719,43.692687
27047,-93.361794,43.662563
27049,-92.667524,44.449072
27051,-95.936611,45.943212
27053,-93.36119,44.974633
27055,-91.440063,43.718927
27057,-94.934153,47.057887
27059,-93.261468,45.544297
27061,-93.520532,47.315978
27063,-95.112558,43.665988
27065,-93.299412,45.886315
27067,-95.016796,45.15505
27069,-96.781108,48.729536
27071,-93.485728,48.509405
27073,-96.133339,44.982243
27075,-91.55743,47.180205
27077,-94.745194,48.765863
27079,-93.717527,44.39373
27081,-96.253532,44.375241
27083,-95.795395,44.428427
27085,-94.264668,44.859713
27087,-95.840755,47.296073
27089,-96.532098,48.310109
27091,-94.511487,43.665285
27093,-94.482983,45.136368
27095,-93.624487,45.794231
27097,-94.327628,45.983428
27099,-92.898185,43.665099
27101,-95.74103,43.98645
27103,-94.06079,44.265357
27105,-95.667405,43.636327
27107,-96.477907,47.307989
27109,-92.473176,44.023967
27111,-95.793598,46.405065
27113,-96.148403,48.102255
27115,-92.892705,46.03341
27117,-96.270609,43.981472
27119,-96.550934,47.780427
27121,-95.43713,45.629871
27123,-93.106321,44.993146
27125,-96.135646,47.876104
27127,-95.195158,44.43888
27129,-94.937875,44.721974
27131,-93.260361,44.370592
27133,-96.238816,43.648101
27135,-95.648394,48.821304
27137,-92.311226,47.085203
27139,-93.467891,44.713131
27141,-93.721897,45.404646
27143,-94.168405,44.582707
27145,-94.360801,45.55783
27147,-93.214413,44.064305
27149,-95.926026,45.580687
27151,-95.64442,45.274076
27153,-94.886512,46.066924
27155,-96.54917,45.751079
27157,-92.221086,44.297858
27159,-95.04137,46.524393
27161,-93.549998,44.061
27163,-92.920897,44.988623
27165,-94.583786,43.993423
27167,-96.529683,46.316536
27169,-91.714435,44.023706
27171,-93.828888,45.197631
27173,-95.825953,44.737553
28001,-91.352164,31.547641
28003,-88.531068,34.908785
28005,-90.817613,31.180019
28007,-89.586852,33.066234
28009,-89.204186,34.81011
28011,-90.775341,33.77228
28013,-89.306905,33.929772
28015,-89.918375,33.458389
28017,-88.931815,33.932227
28019,-89.236281,33.342151
28021,-90.954141,31.935954
28023,-88.730627,32.062753
28025,-88.69246,33.62459
28027,-90.569863,34.222427
28029,-90.3792,31.889652
28031,-89.548718,31.637591
28033,-89.956695,34.9304
28035,-89.287875,31.309039
28037,-90.872761,31.473218
28039,-88.592895,30.870536
28041,-88.626139,31.193014
28043,-89.802799,33.768122
28045,-89.405662,30.379392
28047,-89.063834,30.432955
28049,-90.255669,32.303868
28051,-90.0284,33.090289
28053,-90.519097,33.161583
28055,-91.006351,32.867279
28057,-88.40269,34.292221
28059,-88.660684,30.44437
28061,-89.144535,31.966737
28063,-91.055531,31.714659
28065,-89.814551,31.574917
28067,-89.16512,31.668673
28069,-88.677908,32.759967
28071,-89.526937,34.361506
28073,-89.438738,31.264156
28075,-88.691796,32.400679
28077,-90.109256,31.555383
28079,-89.504736,32.725455
28081,-88.702989,34.274735
28083,-90.209073,33.513076
28085,-90.456276,31.550891
28087,-88.392697,33.515351
28089,-90.098347,32.510711
28091,-89.829694,31.244447
28093,-89.542843,34.815764
28095,-88.498114,33.925912
28097,-89.682988,33.496574
28099,-89.117671,32.754204
28101,-89.128073,32.41204
28103,-88.54983,33.13112
28105,-88.828709,33.449231
28107,-89.938355,34.350009
28109,-89.63173,30.641968
28111,-88.991988,31.262821
28113,-90.436396,31.216057
28115,-89.011424,34.252502
28117,-88.552652,34.631502
28119,-90.262854,34.27262
28121,-90.033002,32.279373
28123,-89.529197,32.401463
28125,-90.859408,32.924745
28127,-89.853775,31.916008
28129,-89.506985,31.971849
28131,-89.136496,30.809011
28133,-90.584058,33.594123
28135,-90.197125,33.983144
28137,-89.948155,34.64608
28139,-88.925793,34.767895
28141,-88.228366,34.723482
28143,-90.348008,34.709638
28145,-89.007903,34.484262
28147,-90.121389,31.151622
28149,-90.845245,32.325884
28151,-91.010964,33.37108
28153,-88.659321,31.650101
28155,-89.226172,33.582221
28157,-91.238269,31.121531
28159,-89.042843,33.084925
28161,-89.693557,34.080595
28163,-90.380241,32.82849
29001,-92.582446,40.19566
29003,-94.818293,39.922565
29005,-95.437688,40.421105
29007,-91.821071,39.205358
29009,-93.862744,36.735065
29011,-94.308903,37.495228
29013,-94.362322,38.276163
29015,-93.308948,38.302689
29017,-89.998323,37.338242
29019,-92.321523,38.959866
29021,-94.821954,39.750602
29023,-90.413589,36.75379
29025,-93.994816,39.664765
29027,-91.993447,38.802239
29029,-92.749496,38.072828
29031,-89.60625,37.353894
29033,-93.495631,39.410155
29035,-90.897277,36.949427
29037,-94.423526,38.746895
29039,-93.895022,37.767996
29041,-92.934967,39.486626
29043,-93.262511,37.025687
29045,-91.704732,40.413068
29047,-94.49392,39.251395
29049,-94.370131,39.602093
29051,-92.218634,38.552393
29053,-92.772604,38.909615
29055,-91.322802,38.059819
29057,-93.829944,37.415613
29059,-93.067095,37.643825
29061,-93.983258,39.942683
29063,-94.340504,39.81961
29065,-91.542131,37.630684
29067,-92.588247,36.939746
29069,-90.059209,36.326743
29071,-90.999826,38.432966
29073,-91.491625,38.45363
29075,-94.439143,40.199987
29077,-93.3083,37.193837
29079,-93.595469,40.091968
29081,-94.000823,40.313851
29083,-93.736873,38.394758
29085,-93.330251,37.910659
29087,-95.199972,40.092393
29089,-92.705762,39.139325
29091,-91.873823,36.793133
29093,-90.711599,37.571851
29095,-94.446137,39.010332
29097,-94.443436,37.128993
29099,-90.475744,38.340593
29101,-93.770312,38.757209
29103,-92.150669,40.151668
29105,-92.65456,37.669645
29107,-93.840082,39.056329
29109,-93.797074,37.035398
29111,-91.649082,40.085505
29113,-90.928671,39.003625
29115,-93.065191,39.796774
29117,-93.554324,39.795916
29119,-94.39808,36.618064
29121,-92.51033,39.798522
29123,-90.300055,37.535795
29125,-91.878062,38.171917
29127,-91.455661,39.740805
29129,-93.575859,40.418591
29131,-92.507085,38.247837
29133,-89.365459,36.857051
29135,-92.616373,38.628938
29137,-91.973958,39.520553
29139,-91.468473,38.950802
29141,-92.850304,38.381506
29143,-89.65871,36.605307
29145,-94.41138,36.921798
29147,-94.867916,40.352749
29149,-91.464771,36.618129
29151,-91.883136,38.453819
29153,-92.424289,36.62309
29155,-89.748715,36.181794
29157,-89.857097,37.713672
29159,-93.246549,38.702201
29161,-91.748715,37.942882
29163,-91.156139,39.363535
29165,-94.684698,39.262166
29167,-93.404415,37.601813
29169,-92.1773,37.824257
29171,-92.979269,40.480842
29173,-91.468633,39.57958
29175,-92.451935,39.412906
29177,-94.06127,39.335641
29179,-90.972986,37.336586
29181,-90.791802,36.627212
29183,-90.659755,38.776604
29185,-93.765606,38.056009
29186,-90.168495,37.939468
29187,-90.492254,37.835573
29189,-90.386218,38.647121
29195,-93.204898,39.111933
29197,-92.521984,40.461815
29199,-92.146652,40.448001
29201,-89.577839,37.014498
29203,-91.429472,37.069627
29205,-92.077052,39.761774
29207,-89.969639,36.850777
29209,-93.438433,36.717605
29211,-93.103734,40.217733
29213,-93.189979,36.656706
29215,-91.968488,37.328457
29217,-94.340355,37.835598
29219,-91.10358,38.788663
29221,-90.785675,37.953147
29223,-90.512622,37.107087
29225,-92.907363,37.263337
29227,-94.438797,40.482258
29229,-92.429174,37.192204
29510,-90.252991,38.623609
30001,-112.696186,45.221056
30003,-107.502778,45.565831
30005,-108.899086,48.441261
30007,-111.535578,46.302846
30009,-109.084478,45.321484
30011,-104.523733,45.679127
30013,-111.306258,47.491839
30015,-110.403274,47.956366
30017,-105.817008,46.403369
30019,-105.43032,48.783416
30021,-104.750559,47.134482
30023,-112.954087,46.137755
30025,-104.309448,46.358863
30027,-109.417095,47.097548
30029,-114.279524,48.247204
30031,-111.128283,45.682805
30033,-106.97783,47.299773
30035,-112.799156,48.60292
30037,-109.139695,46.287061
30039,-113.293879,46.448832
30041,-109.762794,48.515786
30043,-112.053101,46.254092
30045,-110.177445,47.102395
30047,-114.120003,47.601938
30049,-112.021955,46.64477
30051,-111.000283,48.563509
30053,-115.437677,48.545504
30055,-105.644548,47.561984
30057,-111.949217,45.43599
30059,-110.875445,46.526827
30061,-114.899744,47.185566
30063,-114.019007,46.875472
30065,-108.490425,46.417552
30067,-110.599015,45.59709
30069,-108.296716,47.012441
30071,-107.857685,48.374315
30073,-112.14458,48.210126
30075,-105.535004,45.440737
30077,-112.760484,46.449212
30079,-105.269953,46.807847
30081,-114.117267,46.352649
30083,-104.203904,47.718572
30085,-105.24766,48.132541
30087,-106.611337,45.907996
30089,-115.177085,47.636131
30091,-104.499376,48.737464
30093,-112.524356,45.98796
30095,-109.249493,45.613806
30097,-109.915919,45.830248
30099,-112.054612,47.771875
30101,-111.85338,48.585262
30103,-107.241002,46.255884
30105,-106.546143,48.233939
30107,-109.844091,46.459736
30109,-104.196159,46.969011
30111,-108.539417,45.791309
31001,-98.414536,40.583763
31003,-98.05683,42.149596
31005,-101.673813,41.569808
31007,-103.702088,41.557925
31009,-100.007203,41.901108
31011,-98.01636,41.68018
31013,-102.903704,42.13504
31015,-98.730816,42.891084
31017,-99.852141,42.538836
31019,-99.07016,40.737667
31021,-96.34254,41.845797
31023,-97.141234,41.248949
31025,-96.062535,40.946526
31027,-97.25486,42.576273
31029,-101.619767,40.500254
31031,-100.754886,42.784561
31033,-102.982623,41.166245
31035,-98.029666,40.545465
31037,-97.076554,41.517571
31039,-96.759175,41.897578
31041,-99.672832,41.401093
31043,-96.441515,42.445678
31045,-103.066266,42.785306
31047,-99.858944,40.828531
31049,-102.345568,41.088793
31051,-96.830002,42.438517
31053,-96.53063,41.473485
31055,-96.061471,41.25991
31057,-101.601584,40.093189
31059,-97.578024,40.540682
31061,-98.946914,40.187621
31063,-100.404194,40.607972
31065,-99.925599,40.248006
31067,-96.714139,40.274482
31069,-102.320765,41.422768
31071,-99.107238,41.800943
31073,-99.830993,40.592124
31075,-101.731402,41.984368
31077,-98.497703,41.556319
31079,-98.377535,40.915597
31081,-98.021089,40.878695
31083,-99.40221,40.145693
31085,-101.058515,40.49563
31087,-101.006845,40.211961
31089,-98.742988,42.4584
31091,-101.062839,42.016041
31093,-98.493475,41.189549
31095,-97.140354,40.164028
31097,-96.228933,40.401369
31099,-98.992742,40.506264
31101,-101.696492,41.141877
31103,-99.703607,42.868344
31105,-103.660711,41.232889
31107,-97.786962,42.61911
31109,-96.673551,40.801058
31111,-100.78923,41.119635
31113,-100.500737,41.484178
31115,-99.402546,41.816483
31117,-100.986347,41.57331
31119,-97.461692,42.003908
31121,-98.039353,41.1312
31123,-103.159224,41.707123
31125,-97.895028,41.403829
31127,-95.836309,40.403957
31129,-98.061108,40.115021
31131,-96.029874,40.669495
31133,-96.184059,40.134921
31135,-101.672531,40.847278
31137,-99.406756,40.468151
31139,-97.591986,42.262663
31141,-97.387409,41.469013
31143,-97.555813,41.174759
31145,-100.587807,40.205475
31147,-95.673464,40.099947
31149,-99.495235,42.536442
31151,-97.02001,40.578252
31153,-96.033892,41.153107
31155,-96.571016,41.199571
31157,-103.68038,41.865018
31159,-97.106037,40.873593
31161,-102.398893,42.699305
31163,-98.97165,41.223634
31165,-103.825082,42.379652
31167,-97.251636,41.985653
31169,-97.62535,40.179229
31171,-100.546734,41.966823
31173,-96.515688,42.159409
31175,-98.947749,41.57337
31177,-96.158296,41.507053
31179,-97.063062,42.22193
31181,-98.485192,40.200266
31183,-98.543873,41.880574
31185,-97.605431,40.864374
32001,-118.795661,39.473584
32003,-115.14994,36.143366
32005,-119.755928,38.956913
32007,-115.518595,40.870907
32009,-117.677756,37.708803
32011,-116.147686,39.866898
32013,-117.745055,41.034176
32015,-116.94321,40.520911
32017,-114.644504,37.6903
32019,-119.325133,39.34878
32021,-118.638693,38.590037
32023,-116.165792,36.468656
32027,-118.294549,40.34344
32029,-119.624138,39.389364
32031,-119.795493,39.535558
32033,-114.862381,39.273238
32510,-119.753711,39.166134
33001,-71.44059,43.5174
33003,-71.166412,43.810972
33005,-72.262715,42.898264
33007,-71.36275,44.550062
33009,-71.953268,43.838874
33011,-71.532928,42.879889
33013,-71.586214,43.246442
33015,-71.104266,42.936726
33017,-70.954943,43.247646
33019,-72.259352,43.367422
34001,-74.583452,39.427562
34003,-74.057383,40.918799
34005,-74.834269,39.982667
34007,-75.027836,39.86401
34009,-74.807133,39.095952
34011,-75.087728,39.428284
34013,-74.216402,40.768705
34015,-75.127456,39.749187
34017,-74.061278,40.742925
34019,-74.896782,40.572183
34021,-74.70034,40.255566
34023,-74.387921,40.485529
34025,-74.14773,40.291301
34027,-74.501661,40.859552
34029,-74.21461,39.973657
34031,-74.191473,40.925361
34033,-75.37658,39.625938
34035,-74.578798,40.561176
34037,-74.654037,41.091219
34039,-74.294239,40.659609
34041,-75.016426,40.795162
35001,-106.616039,35.107877
35003,-108.549207,33.928093
35005,-104.51261,33.364652
35006,-107.804609,35.113977
35007,-104.643736,36.702618
35009,-103.215708,34.420099
35011,-104.257875,34.465462
35013,-106.728697,32.247294
35015,-104.291387,32.547601
35017,-108.242693,32.780455
35019,-104.792489,34.930036
35021,-103.984528,35.861023
35023,-108.76674,32.275633
35025,-103.193711,32.753117
35027,-105.631173,33.420964
35028,-106.270283,35.868766
35029,-107.740412,32.217487
35031,-108.63423,35.511504
35033,-105.241049,35.99928
35035,-105.989844,32.806642
35037,-103.65613,35.180626
35039,-106.204801,36.201002
35041,-103.348217,34.167549
35043,-106.64926,35.328605
35045,-108.220647,36.72194
35047,-105.309684,35.573296
35049,-106.004953,35.630805
35051,-107.277841,33.109273
35053,-106.957793,34.153828
35055,-105.609376,36.433447
35057,-106.100997,34.867124
35059,-103.262118,36.455575
35061,-106.722542,34.752149
36001,-73.81304,42.678976
36003,-78.019297,42.228245
36005,-73.882363,40.849354
36007,-75.934245,42.121306
36009,-78.607656,42.224267
36011,-76.560044,42.93537
36013,-79.314671,42.246256
36015,-76.813046,42.118262
36017,-75.570326,42.481195
36019,-73.545325,44.730039
36021,-73.681049,42.273336
36023,-76.145474,42.59613
36025,-74.993985,42.244535
36027,-73.839417,41.681015
36029,-78.792596,42.889478
36031,-73.689906,44.174474
36033,-74.344365,44.712835
36035,-74.330346,43.059172
36037,-78.173095,42.999625
36039,-73.975873,42.299303
36041,-74.385121,43.612034
36043,-74.995034,43.070536
36045,-75.89664,44.019125
36047,-73.954811,40.650523
36049,-75.449321,43.789217
36051,-77.7642,42.766358
36053,-75.717386,42.984471
36055,-77.619988,43.161503
36057,-74.343088,42.933549
36059,-73.602242,40.716587
36061,-73.966303,40.777958
36063,-78.852109,43.134704
36065,-75.359106,43.147454
36067,-76.167442,43.067188
36069,-77.260129,42.899374
36071,-74.243059,41.422034
36073,-78.223294,43.248317
36075,-76.313145,43.391821
36077,-75.060062,42.563531
36079,-73.717247,41.411282
36081,-73.833451,40.721294
36083,-73.629889,42.699991
36085,-74.137304,40.588523
36087,-74.019039,41.127623
36089,-75.149708,44.651458
36091,-73.785787,43.008801
36093,-73.946182,42.809284
36095,-74.436027,42.642508
36097,-76.869122,42.387815
36099,-76.828521,42.827354
36101,-77.320329,42.266288
36103,-73.113775,40.821924
36105,-74.707459,41.700086
36107,-76.297151,42.12098
36109,-76.477416,42.460259
36111,-74.100745,41.841064
36113,-73.714626,43.396992
36115,-73.458693,43.290255
36117,-77.126682,43.143734
36119,-73.804532,41.040536
36121,-78.218884,42.725754
36123,-77.078037,42.633657
37001,-79.414193,36.071263
37003,-81.191638,35.890299
37005,-81.105731,36.498332
37007,-80.110145,34.972824
37009,-81.489759,36.415077
37011,-81.943907,36.07632
37013,-76.956571,35.519484
37015,-76.968883,36.083776
37017,-78.64109,34.607845
37019,-78.229195,34.03637
37021,-82.550087,35.587674
37023,-81.638347,35.730474
37025,-80.612525,35.399234
37027,-81.503741,35.873614
37029,-76.19176,36.36267
37031,-76.804454,34.746773
37033,-79.361931,36.402606
37035,-81.245839,35.695409
37037,-79.236572,35.744124
37039,-84.016472,35.106484
37041,-76.626254,36.116754
37043,-83.807512,35.035248
37045,-81.517017,35.292496
37047,-78.709221,34.27927
37049,-77.038555,35.066758
37051,-78.936138,35.056493
37053,-76.00904,36.391946
37055,-75.674875,35.907564
37057,-80.199539,35.853743
37059,-80.52158,35.929813
37061,-77.943354,34.936096
37063,-78.9062,35.989801
37065,-77.656297,35.903736
37067,-80.256625,36.106431
37069,-78.340858,36.047826
37071,-81.156574,35.275594
37073,-76.706157,36.46589
37075,-83.787962,35.330969
37077,-78.657114,36.223855
37079,-77.669536,35.468776
37081,-79.850251,36.065215
37083,-77.672949,36.353153
37085,-78.847096,35.359863
37087,-82.939915,35.517983
37089,-82.472355,35.34095
37091,-77.009973,36.351304
37093,-79.177133,34.989624
37095,-76.208134,35.43421
37097,-80.869103,35.707328
37099,-83.202489,35.335275
37101,-78.411954,35.560263
37103,-77.353062,35.027454
37105,-79.173135,35.459779
37107,-77.631874,35.262323
37109,-81.178511,35.485027
37111,-82.021507,35.667958
37113,-83.380756,35.157148
37115,-82.638666,35.839078
37117,-77.100767,35.83274
37119,-80.81662,35.223469
37121,-82.114348,35.962278
37123,-79.88204,35.338988
37125,-79.44678,35.244618
37127,-77.923901,35.947411
37129,-77.879277,34.211687
37131,-77.434731,36.431948
37133,-77.400612,34.741545
37135,-79.081244,35.978596
37137,-76.775886,35.105356
37139,-76.246298,36.293502
37141,-77.836015,34.469476
37143,-76.424403,36.181299
37145,-78.970901,36.373422
37147,-77.381178,35.57917
37149,-82.17545,35.258669
37151,-79.827981,35.766292
37153,-79.733496,34.943604
37155,-79.093867,34.674582
37157,-79.772606,36.402247
37159,-80.521966,35.620395
37161,-81.894978,35.348446
37163,-78.396164,35.033839
37165,-79.47868,34.786334
37167,-80.247474,35.321525
37169,-80.273917,36.35064
37171,-80.656971,36.431314
37173,-83.413457,35.438412
37175,-82.745507,35.2102
37177,-76.238874,35.907144
37179,-80.619702,35.013609
37181,-78.402101,36.331178
37183,-78.673074,35.797203
37185,-78.138543,36.409715
37187,-76.649275,35.864206
37189,-81.685479,36.220299
37191,-77.988459,35.370731
37193,-81.134214,36.193059
37195,-77.931323,35.726988
37197,-80.675351,36.163573
37199,-82.292339,35.910155
38001,-102.625989,46.032949
38003,-98.033032,46.92752
38005,-99.146122,48.020822
38007,-103.308303,47.016207
