,numDeaths,numCases,numMobility,lenOutput,remove_sparse,Patience,DropoutRate,loss
0,2,2,2,6,True,4,0.1,0.1697716944017874
1,3,2,2,5,True,4,0.1,0.17296464520615418
2,2,3,2,5,True,4,0.1,0.179552931423586
3,2,2,3,5,True,4,0.1,0.17185693345824601
4,2,2,2,5,True,5,0.1,0.17089272866584893
5,2,2,2,5,True,4,0.15,0.17559097409349778
6,2,2,2,5,False,4,0.1,0.1849051030690529
