,numDeaths,numCases,numMobility,lenOutput,patience,dropout,loss
0,2.0,2.0,2.0,5.0,4.0,0.15,0.13576018079379853
1,2.0,2.0,1.0,5.0,4.0,0.15,0.13573795167668887
2,2.0,2.0,1.0,5.0,3.0,0.15,0.13568806051741206
