,numDeaths,numCases,numMobility,lenOutput,patience,dropout,loss
0,14.0,17.0,11.0,19.0,16.0,0.3030339268229293,0.13676588582066396
1,14.0,17.0,10.0,19.0,16.0,0.3030339268229293,0.13667092696836725
2,15.0,17.0,10.0,19.0,16.0,0.3030339268229293,0.1365656280011229
3,15.0,16.0,10.0,19.0,16.0,0.3030339268229293,0.13655972967116312
4,15.0,16.0,10.0,19.0,16.0,0.3530339268229293,0.13646879669439396
