,numDeaths,numCases,numMobility,lenOutput,patience,dropout,loss
0,6.0,3.0,2.0,4.0,14.0,0.3468681638225513,0.1362512356623278
1,6.0,3.0,2.0,3.0,14.0,0.3468681638225513,0.13613535205787766
