,numDeaths,numCases,numMobility,lenOutput,patience,dropout,loss
0,2.0,2.0,2.0,5.0,4.0,0.1,0.17213239147369164
1,2.0,2.0,2.0,5.0,4.0,0.15000000000000002,0.16702630213865874
